channel,dataset,effective_timestep,frequency_bin,selective_variance,soft_mask,uniform_variance
1,three_w,3.930413246154785,13,0.022712327539920807,0.2673967182636261,0.018535256385803223
1,three_w,3.927961826324463,14,0.022693205624818802,0.2680095434188843,0.018535256385803223
1,three_w,3.927799701690674,15,0.022691912949085236,0.26805004477500916,0.018535256385803223
1,three_w,3.8647446632385254,16,0.022199483588337898,0.28381386399269104,0.018535256385803223
1,three_w,3.911831855773926,17,0.02256724052131176,0.27204200625419617,0.018535256385803223
1,three_w,3.8849382400512695,18,0.022357236593961716,0.27876541018486023,0.018535256385803223
1,three_w,3.827047348022461,19,0.021905088797211647,0.29323816299438477,0.018535256385803223
1,three_w,3.908215045928955,20,0.02253897860646248,0.27294620871543884,0.018535256385803223
1,three_w,3.928640127182007,21,0.022698519751429558,0.2678399682044983,0.018535256385803223
1,three_w,3.92525577545166,22,0.022672045975923538,0.26868608593940735,0.018535256385803223
1,three_w,3.924147605895996,23,0.022663451731204987,0.26896312832832336,0.018535256385803223
1,three_w,3.9137706756591797,24,0.022582391276955605,0.2715573012828827,0.018535256385803223
1,three_w,3.8912196159362793,25,0.022406211122870445,0.2771950960159302,0.018535256385803223
1,three_w,3.888092517852783,26,0.022381821647286415,0.2779769003391266,0.018535256385803223
1,three_w,3.9003171920776367,27,0.02247728779911995,0.2749207317829132,0.018535256385803223
1,three_w,3.8892736434936523,28,0.0223910603672266,0.2776816189289093,0.018535256385803223
1,three_w,3.876204252243042,29,0.022288989275693893,0.2809489369392395,0.018535256385803223
1,three_w,3.918795108795166,30,0.022621579468250275,0.2703012228012085,0.018535256385803223
1,three_w,3.9194741249084473,31,0.02262689545750618,0.27013149857521057,0.018535256385803223
1,three_w,3.855719804763794,32,0.022129001095891,0.2860700488090515,0.018535256385803223
2,three_w,3.9016213417053223,0,0.0,0.27459466457366943,0.0
2,three_w,3.9308202266693115,1,0.022715555503964424,0.2672949433326721,0.018535256385803223
2,three_w,3.9308202266693115,2,0.022715555503964424,0.2672949433326721,0.018535256385803223
2,three_w,3.9308202266693115,3,0.022715555503964424,0.2672949433326721,0.018535256385803223
2,three_w,3.9308202266693115,4,0.022715555503964424,0.2672949433326721,0.018535256385803223
2,three_w,3.9308202266693115,5,0.022715555503964424,0.2672949433326721,0.018535256385803223
2,three_w,3.9308202266693115,6,0.022715555503964424,0.2672949433326721,0.018535256385803223
2,three_w,3.9308202266693115,7,0.022715555503964424,0.2672949433326721,0.018535256385803223
2,three_w,3.9308202266693115,8,0.022715555503964424,0.2672949433326721,0.018535256385803223
2,three_w,3.9308202266693115,9,0.022715555503964424,0.2672949433326721,0.018535256385803223
2,three_w,3.9308202266693115,10,0.022715555503964424,0.2672949433326721,0.018535256385803223
2,three_w,3.9308202266693115,11,0.022715555503964424,0.2672949433326721,0.018535256385803223
2,three_w,3.9308202266693115,12,0.022715555503964424,0.2672949433326721,0.018535256385803223
2,three_w,3.9308202266693115,13,0.022715555503964424,0.2672949433326721,0.018535256385803223
2,three_w,3.9308202266693115,14,0.022715555503964424,0.2672949433326721,0.018535256385803223
2,three_w,3.9308202266693115,15,0.022715555503964424,0.2672949433326721,0.018535256385803223
2,three_w,3.9308202266693115,16,0.022715555503964424,0.2672949433326721,0.018535256385803223
2,three_w,3.9308202266693115,17,0.022715555503964424,0.2672949433326721,0.018535256385803223
2,three_w,3.9308202266693115,18,0.022715555503964424,0.2672949433326721,0.018535256385803223
2,three_w,3.9308202266693115,19,0.022715555503964424,0.2672949433326721,0.018535256385803223
2,three_w,3.9308202266693115,20,0.022715555503964424,0.2672949433326721,0.018535256385803223
2,three_w,3.9308202266693115,21,0.022715555503964424,0.2672949433326721,0.018535256385803223
2,three_w,3.9308202266693115,22,0.022715555503964424,0.2672949433326721,0.018535256385803223
2,three_w,3.9308202266693115,23,0.022715555503964424,0.2672949433326721,0.018535256385803223
2,three_w,3.9308202266693115,24,0.022715555503964424,0.2672949433326721,0.018535256385803223
2,three_w,3.9308202266693115,25,0.022715555503964424,0.2672949433326721,0.018535256385803223
2,three_w,3.9308202266693115,26,0.022715555503964424,0.2672949433326721,0.018535256385803223
2,three_w,3.9308202266693115,27,0.022715555503964424,0.2672949433326721,0.018535256385803223
2,three_w,3.9308202266693115,28,0.022715555503964424,0.2672949433326721,0.018535256385803223
2,three_w,3.9308202266693115,29,0.022715555503964424,0.2672949433326721,0.018535256385803223
2,three_w,3.9308202266693115,30,0.022715555503964424,0.2672949433326721,0.018535256385803223
2,three_w,3.9308202266693115,31,0.022715555503964424,0.2672949433326721,0.018535256385803223
2,three_w,3.9308202266693115,32,0.022715555503964424,0.2672949433326721,0.018535256385803223
3,three_w,1.0026965141296387,0,0.0,0.9993258714675903,0.0
3,three_w,2.9999911785125732,1,0.015445880591869354,0.5000022053718567,0.018535256385803223
3,three_w,3.0,2,0.015445930883288383,0.5,0.018535256385803223
3,three_w,2.9999921321868896,3,0.015445880591869354,0.5000019669532776,0.018535256385803223
3,three_w,3.0,4,0.015445930883288383,0.5,0.018535256385803223
3,three_w,2.9999911785125732,5,0.015445880591869354,0.5000022053718567,0.018535256385803223
3,three_w,3.0,6,0.015445930883288383,0.5,0.018535256385803223
3,three_w,2.9999911785125732,7,0.015445880591869354,0.5000022053718567,0.018535256385803223
3,three_w,3.9308202266693115,8,0.022715555503964424,0.2672949433326721,0.018535256385803223
3,three_w,2.9999940395355225,9,0.015445880591869354,0.5000014901161194,0.018535256385803223
3,three_w,3.0,10,0.015445930883288383,0.5,0.018535256385803223
3,three_w,2.9999964237213135,11,0.015445930883288383,0.5000008940696716,0.018535256385803223
3,three_w,3.0,12,0.015445930883288383,0.5,0.018535256385803223
3,three_w,2.9999921321868896,13,0.015445880591869354,0.5000019669532776,0.018535256385803223
3,three_w,3.0,14,0.015445930883288383,0.5,0.018535256385803223
3,three_w,2.99999737739563,15,0.015445880591869354,0.5000006556510925,0.018535256385803223
3,three_w,3.9308202266693115,16,0.022715555503964424,0.2672949433326721,0.018535256385803223
3,three_w,2.999988555908203,17,0.0154458312317729,0.5000028610229492,0.018535256385803223
3,three_w,3.0,18,0.015445930883288383,0.5,0.018535256385803223
3,three_w,2.9999969005584717,19,0.015445930883288383,0.5000007748603821,0.018535256385803223
3,three_w,3.0,20,0.015445930883288383,0.5,0.018535256385803223
3,three_w,2.9999911785125732,21,0.015445880591869354,0.5000022053718567,0.018535256385803223
3,three_w,3.0,22,0.015445930883288383,0.5,0.018535256385803223
3,three_w,2.999990463256836,23,0.015445880591869354,0.500002384185791,0.018535256385803223
3,three_w,3.9308202266693115,24,0.022715555503964424,0.2672949433326721,0.018535256385803223
3,three_w,2.9999985694885254,25,0.015445930883288383,0.5000003576278687,0.018535256385803223
3,three_w,3.0,26,0.015445930883288383,0.5,0.018535256385803223
3,three_w,2.9999868869781494,27,0.0154458312317729,0.5000032782554626,0.018535256385803223
3,three_w,3.0,28,0.015445930883288383,0.5,0.018535256385803223
3,three_w,2.9999969005584717,29,0.015445930883288383,0.5000007748603821,0.018535256385803223
3,three_w,3.0,30,0.015445930883288383,0.5,0.018535256385803223
3,three_w,2.9999959468841553,31,0.015445930883288383,0.5000010132789612,0.018535256385803223
3,three_w,3.9308202266693115,32,0.022715555503964424,0.2672949433326721,0.018535256385803223
4,three_w,3.7229626178741455,0,0.0,0.3192593455314636,0.0
4,three_w,3.9308202266693115,1,0.022715555503964424,0.2672949433326721,0.018535256385803223
4,three_w,3.9308202266693115,2,0.022715555503964424,0.2672949433326721,0.018535256385803223
4,three_w,3.9308202266693115,3,0.022715555503964424,0.2672949433326721,0.018535256385803223
4,three_w,3.9308202266693115,4,0.022715555503964424,0.2672949433326721,0.018535256385803223
4,three_w,3.9308202266693115,5,0.022715555503964424,0.2672949433326721,0.018535256385803223
4,three_w,3.9308202266693115,6,0.022715555503964424,0.2672949433326721,0.018535256385803223
4,three_w,3.9308202266693115,7,0.022715555503964424,0.2672949433326721,0.018535256385803223
4,three_w,3.9308202266693115,8,0.022715555503964424,0.2672949433326721,0.018535256385803223
4,three_w,3.9308202266693115,9,0.022715555503964424,0.2672949433326721,0.018535256385803223
4,three_w,3.9308202266693115,10,0.022715555503964424,0.2672949433326721,0.018535256385803223
4,three_w,3.9308202266693115,11,0.022715555503964424,0.2672949433326721,0.018535256385803223
4,three_w,3.9308202266693115,12,0.022715555503964424,0.2672949433326721,0.018535256385803223
4,three_w,3.9308202266693115,13,0.022715555503964424,0.2672949433326721,0.018535256385803223
4,three_w,3.9308202266693115,14,0.022715555503964424,0.2672949433326721,0.018535256385803223
4,three_w,3.9308202266693115,15,0.022715555503964424,0.2672949433326721,0.018535256385803223
4,three_w,3.9308202266693115,16,0.022715555503964424,0.2672949433326721,0.018535256385803223
4,three_w,3.9308202266693115,17,0.022715555503964424,0.2672949433326721,0.018535256385803223
4,three_w,3.9308202266693115,18,0.022715555503964424,0.2672949433326721,0.018535256385803223
4,three_w,3.9308202266693115,19,0.022715555503964424,0.2672949433326721,0.018535256385803223
4,three_w,3.9308202266693115,20,0.022715555503964424,0.2672949433326721,0.018535256385803223
4,three_w,3.9308202266693115,21,0.022715555503964424,0.2672949433326721,0.018535256385803223
4,three_w,3.9308202266693115,22,0.022715555503964424,0.2672949433326721,0.018535256385803223
4,three_w,3.9308202266693115,23,0.022715555503964424,0.2672949433326721,0.018535256385803223
4,three_w,3.9308202266693115,24,0.022715555503964424,0.2672949433326721,0.018535256385803223
4,three_w,3.9308202266693115,25,0.022715555503964424,0.2672949433326721,0.018535256385803223
4,three_w,3.9308202266693115,26,0.022715555503964424,0.2672949433326721,0.018535256385803223
4,three_w,3.9308202266693115,27,0.022715555503964424,0.2672949433326721,0.018535256385803223
4,three_w,3.9308202266693115,28,0.022715555503964424,0.2672949433326721,0.018535256385803223
4,three_w,3.9308202266693115,29,0.022715555503964424,0.2672949433326721,0.018535256385803223
4,three_w,3.9308202266693115,30,0.022715555503964424,0.2672949433326721,0.018535256385803223
4,three_w,3.9308202266693115,31,0.022715555503964424,0.2672949433326721,0.018535256385803223
4,three_w,3.9308202266693115,32,0.022715555503964424,0.2672949433326721,0.018535256385803223
5,three_w,3.851008415222168,0,0.0,0.287247896194458,0.0
5,three_w,3.9308202266693115,1,0.022715555503964424,0.2672949433326721,0.018535256385803223
5,three_w,3.9308202266693115,2,0.022715555503964424,0.2672949433326721,0.018535256385803223
5,three_w,3.9308202266693115,3,0.022715555503964424,0.2672949433326721,0.018535256385803223
5,three_w,3.9308202266693115,4,0.022715555503964424,0.2672949433326721,0.018535256385803223
5,three_w,3.9308202266693115,5,0.022715555503964424,0.2672949433326721,0.018535256385803223
5,three_w,3.9308202266693115,6,0.022715555503964424,0.2672949433326721,0.018535256385803223
5,three_w,3.9308202266693115,7,0.022715555503964424,0.2672949433326721,0.018535256385803223
5,three_w,3.9308202266693115,8,0.022715555503964424,0.2672949433326721,0.018535256385803223
5,three_w,3.9308202266693115,9,0.022715555503964424,0.2672949433326721,0.018535256385803223
5,three_w,3.9308202266693115,10,0.022715555503964424,0.2672949433326721,0.018535256385803223
5,three_w,3.9308202266693115,11,0.022715555503964424,0.2672949433326721,0.018535256385803223
5,three_w,3.9308202266693115,12,0.022715555503964424,0.2672949433326721,0.018535256385803223
5,three_w,3.9308202266693115,13,0.022715555503964424,0.2672949433326721,0.018535256385803223
5,three_w,3.9308202266693115,14,0.022715555503964424,0.2672949433326721,0.018535256385803223
5,three_w,3.9308202266693115,15,0.022715555503964424,0.2672949433326721,0.018535256385803223
5,three_w,3.9308202266693115,16,0.022715555503964424,0.2672949433326721,0.018535256385803223
5,three_w,3.9308202266693115,17,0.022715555503964424,0.2672949433326721,0.018535256385803223
5,three_w,3.9308202266693115,18,0.022715555503964424,0.2672949433326721,0.018535256385803223
5,three_w,3.9308202266693115,19,0.022715555503964424,0.2672949433326721,0.018535256385803223
5,three_w,3.9308202266693115,20,0.022715555503964424,0.2672949433326721,0.018535256385803223
5,three_w,3.9308202266693115,21,0.022715555503964424,0.2672949433326721,0.018535256385803223
5,three_w,3.9308202266693115,22,0.022715555503964424,0.2672949433326721,0.018535256385803223
5,three_w,3.9308202266693115,23,0.022715555503964424,0.2672949433326721,0.018535256385803223
5,three_w,3.9308202266693115,24,0.022715555503964424,0.2672949433326721,0.018535256385803223
5,three_w,3.9308202266693115,25,0.022715555503964424,0.2672949433326721,0.018535256385803223
5,three_w,3.9308202266693115,26,0.022715555503964424,0.2672949433326721,0.018535256385803223
5,three_w,3.9308202266693115,27,0.022715555503964424,0.2672949433326721,0.018535256385803223
5,three_w,3.9308202266693115,28,0.022715555503964424,0.2672949433326721,0.018535256385803223
5,three_w,3.9308202266693115,29,0.022715555503964424,0.2672949433326721,0.018535256385803223
5,three_w,3.9308202266693115,30,0.022715555503964424,0.2672949433326721,0.018535256385803223
5,three_w,3.9308202266693115,31,0.022715555503964424,0.2672949433326721,0.018535256385803223
5,three_w,3.9308202266693115,32,0.022715555503964424,0.2672949433326721,0.018535256385803223
6,three_w,3.922245979309082,0,0.0,0.2694385349750519,0.0
6,three_w,2.9999887943267822,1,0.015445880591869354,0.5000028014183044,0.018535256385803223
6,three_w,2.9999897480010986,2,0.015445880591869354,0.5000025629997253,0.018535256385803223
6,three_w,2.999988079071045,3,0.0154458312317729,0.5000029802322388,0.018535256385803223
6,three_w,2.999988317489624,4,0.0154458312317729,0.500002920627594,0.018535256385803223
6,three_w,2.9999892711639404,5,0.015445880591869354,0.5000026822090149,0.018535256385803223
6,three_w,2.9999899864196777,6,0.015445880591869354,0.5000025033950806,0.018535256385803223
6,three_w,2.9999895095825195,7,0.015445880591869354,0.5000026226043701,0.018535256385803223
6,three_w,2.999987840652466,8,0.0154458312317729,0.5000030398368835,0.018535256385803223
6,three_w,2.999988555908203,9,0.0154458312317729,0.5000028610229492,0.018535256385803223
6,three_w,2.9999895095825195,10,0.015445880591869354,0.5000026226043701,0.018535256385803223
6,three_w,2.9999890327453613,11,0.015445880591869354,0.5000027418136597,0.018535256385803223
6,three_w,2.9999890327453613,12,0.015445880591869354,0.5000027418136597,0.018535256385803223
6,three_w,2.999988555908203,13,0.0154458312317729,0.5000028610229492,0.018535256385803223
6,three_w,2.9999890327453613,14,0.015445880591869354,0.5000027418136597,0.018535256385803223
6,three_w,2.999988555908203,15,0.0154458312317729,0.5000028610229492,0.018535256385803223
6,three_w,2.999987840652466,16,0.0154458312317729,0.5000030398368835,0.018535256385803223
6,three_w,2.999988555908203,17,0.0154458312317729,0.5000028610229492,0.018535256385803223
6,three_w,2.9999873638153076,18,0.0154458312317729,0.5000031590461731,0.018535256385803223
6,three_w,2.9999895095825195,19,0.015445880591869354,0.5000026226043701,0.018535256385803223
6,three_w,2.9999890327453613,20,0.015445880591869354,0.5000027418136597,0.018535256385803223
6,three_w,2.999988079071045,21,0.0154458312317729,0.5000029802322388,0.018535256385803223
6,three_w,2.9999887943267822,22,0.015445880591869354,0.5000028014183044,0.018535256385803223
6,three_w,2.9999895095825195,23,0.015445880591869354,0.5000026226043701,0.018535256385803223
6,three_w,2.999987840652466,24,0.0154458312317729,0.5000030398368835,0.018535256385803223
6,three_w,2.9999887943267822,25,0.015445880591869354,0.5000028014183044,0.018535256385803223
6,three_w,2.9999890327453613,26,0.015445880591869354,0.5000027418136597,0.018535256385803223
6,three_w,2.9999890327453613,27,0.015445880591869354,0.5000027418136597,0.018535256385803223
6,three_w,2.999988555908203,28,0.0154458312317729,0.5000028610229492,0.018535256385803223
6,three_w,2.9999890327453613,29,0.015445880591869354,0.5000027418136597,0.018535256385803223
6,three_w,2.9999890327453613,30,0.015445880591869354,0.5000027418136597,0.018535256385803223
6,three_w,2.9999895095825195,31,0.015445880591869354,0.5000026226043701,0.018535256385803223
6,three_w,2.999987840652466,32,0.0154458312317729,0.5000030398368835,0.018535256385803223
7,three_w,1.2547032833099365,0,0.0,0.9363241791725159,0.0
7,three_w,1.8036472797393799,1,0.00827748328447342,0.799088180065155,0.018535256385803223
7,three_w,1.8468396663665771,2,0.008479143492877483,0.7882900834083557,0.018535256385803223
7,three_w,1.7304465770721436,3,0.007935702800750732,0.8173883557319641,0.018535256385803223
7,three_w,1.5725488662719727,4,0.007198398932814598,0.8568627834320068,0.018535256385803223
7,three_w,1.7484130859375,5,0.00801959540694952,0.812896728515625,0.018535256385803223
7,three_w,1.9814221858978271,6,0.009107520803809166,0.7546444535255432,0.018535256385803223
7,three_w,1.888535976409912,7,0.008673801086843014,0.777866005897522,0.018535256385803223
7,three_w,1.8867356777191162,8,0.008665456436574459,0.778316080570221,0.018535256385803223
7,three_w,1.7196745872497559,9,0.007885387167334557,0.820081353187561,0.018535256385803223
7,three_w,1.6982123851776123,10,0.007785152178257704,0.8254469037055969,0.018535256385803223
7,three_w,1.7319798469543457,11,0.00794285535812378,0.8170050382614136,0.018535256385803223
7,three_w,1.914626121520996,12,0.008795691654086113,0.771343469619751,0.018535256385803223
7,three_w,1.7101714611053467,13,0.007841031067073345,0.8224571347236633,0.018535256385803223
7,three_w,1.6353693008422852,14,0.007491700816899538,0.8411576747894287,0.018535256385803223
7,three_w,1.7549400329589844,15,0.008050043135881424,0.8112649917602539,0.018535256385803223
7,three_w,2.337721824645996,16,0.01130562461912632,0.665569543838501,0.018535256385803223
7,three_w,1.7787010669708252,17,0.00816100649535656,0.8053247332572937,0.018535256385803223
7,three_w,1.5521299839019775,18,0.00710303196683526,0.8619675040245056,0.018535256385803223
7,three_w,1.6709494590759277,19,0.007657847832888365,0.8322626352310181,0.018535256385803223
7,three_w,1.8054850101470947,20,0.008286075666546822,0.7986287474632263,0.018535256385803223
7,three_w,1.7605466842651367,21,0.008076269179582596,0.8098633289337158,0.018535256385803223
7,three_w,1.7263927459716797,22,0.007916728965938091,0.8184018135070801,0.018535256385803223
7,three_w,1.9506759643554688,23,0.008963974192738533,0.7623310089111328,0.018535256385803223
7,three_w,1.963244915008545,24,0.009022634476423264,0.7591887712478638,0.018535256385803223
7,three_w,1.7093706130981445,25,0.007837256416678429,0.8226573467254639,0.018535256385803223
7,three_w,1.677353858947754,26,0.007687749341130257,0.8306615352630615,0.018535256385803223
7,three_w,1.7024946212768555,27,0.007805169560015202,0.8243763446807861,0.018535256385803223
7,three_w,1.7229008674621582,28,0.007900436408817768,0.8192747831344604,0.018535256385803223
7,three_w,2.009260892868042,29,0.009252210147678852,0.7476847767829895,0.018535256385803223
7,three_w,1.8246572017669678,30,0.008375581353902817,0.7938356995582581,0.018535256385803223
7,three_w,1.7508728504180908,31,0.008031069301068783,0.8122817873954773,0.018535256385803223
7,three_w,2.0062408447265625,32,0.009233335964381695,0.7484397888183594,0.018535256385803223
8,three_w,1.002981424331665,0,0.0,0.9992546439170837,0.0
8,three_w,2.70304536819458,1,0.013589458540081978,0.574238657951355,0.018535256385803223
8,three_w,2.7076635360717773,2,0.013618366792798042,0.5730841159820557,0.018535256385803223
8,three_w,2.717395782470703,3,0.013679212890565395,0.5706510543823242,0.018535256385803223
8,three_w,2.7392611503601074,4,0.013815855607390404,0.5651847124099731,0.018535256385803223
8,three_w,2.817448616027832,5,0.014304708689451218,0.545637845993042,0.018535256385803223
8,three_w,2.73272967338562,6,0.013775026425719261,0.566817581653595,0.018535256385803223
8,three_w,2.704969644546509,7,0.01360147912055254,0.5737575888633728,0.018535256385803223
8,three_w,2.6753618717193604,8,0.013416407629847527,0.5811595320701599,0.018535256385803223
8,three_w,2.4953222274780273,9,0.01229088194668293,0.6261694431304932,0.018535256385803223
8,three_w,2.779355525970459,10,0.014066540636122227,0.5551611185073853,0.018535256385803223
8,three_w,2.714491844177246,11,0.013661082834005356,0.5713770389556885,0.018535256385803223
8,three_w,2.712836980819702,12,0.013650702312588692,0.5717907547950745,0.018535256385803223
8,three_w,2.7234907150268555,13,0.013717309571802616,0.5691273212432861,0.018535256385803223
8,three_w,2.7535531520843506,14,0.01390521228313446,0.5616117119789124,0.018535256385803223
8,three_w,2.798552989959717,15,0.01418654341250658,0.5503617525100708,0.018535256385803223
8,three_w,2.7203640937805176,16,0.013697739690542221,0.5699089765548706,0.018535256385803223
8,three_w,2.6690845489501953,17,0.013377168215811253,0.5827288627624512,0.018535256385803223
8,three_w,2.5109829902648926,18,0.01238873228430748,0.6222542524337769,0.018535256385803223
8,three_w,2.6777422428131104,19,0.013431308791041374,0.5805644392967224,0.018535256385803223
8,three_w,2.7764673233032227,20,0.014048510231077671,0.5558831691741943,0.018535256385803223
8,three_w,2.724560260772705,21,0.013724015094339848,0.5688599348068237,0.018535256385803223
8,three_w,2.718400239944458,22,0.013685471378266811,0.5703999400138855,0.018535256385803223
8,three_w,2.7278950214385986,23,0.013744826428592205,0.5680262446403503,0.018535256385803223
8,three_w,2.763950824737549,24,0.013970229774713516,0.5590122938156128,0.018535256385803223
8,three_w,2.7776031494140625,25,0.014055563136935234,0.5555992126464844,0.018535256385803223
8,three_w,2.6885697841644287,26,0.013499009422957897,0.5778575539588928,0.018535256385803223
8,three_w,2.541750192642212,27,0.012581104412674904,0.614562451839447,0.018535256385803223
8,three_w,2.5937371253967285,28,0.012906096875667572,0.6015657186508179,0.018535256385803223
8,three_w,2.7459018230438232,29,0.01385737955570221,0.5635245442390442,0.018535256385803223
8,three_w,2.7714273929595947,30,0.014017019420862198,0.5571431517601013,0.018535256385803223
8,three_w,2.7286109924316406,31,0.01374929677695036,0.5678472518920898,0.018535256385803223
8,three_w,2.7203640937805176,32,0.013697739690542221,0.5699089765548706,0.018535256385803223
9,three_w,3.800571918487549,0,0.0,0.2998570203781128,0.0
9,three_w,3.424435615539551,1,0.018760718405246735,0.3938910663127899,0.018535256385803223
9,three_w,3.424851894378662,2,0.01876399666070938,0.3937869966030121,0.018535256385803223
9,three_w,3.4255871772766113,3,0.018769709393382072,0.3936031758785248,0.018535256385803223
9,three_w,3.426722288131714,4,0.018778599798679352,0.39331942796707153,0.018535256385803223
9,three_w,3.428405284881592,5,0.018791712820529938,0.39289864897727966,0.018535256385803223
9,three_w,3.430922031402588,6,0.018811382353305817,0.392269492149353,0.018535256385803223
9,three_w,3.4348983764648438,7,0.01884247548878193,0.39127540588378906,0.018535256385803223
9,three_w,3.4420547485351562,8,0.01889830455183983,0.38948631286621094,0.018535256385803223
9,three_w,3.4605331420898438,9,0.019042646512389183,0.38486674427986145,0.018535256385803223
9,three_w,3.4471845626831055,10,0.01893838867545128,0.388203889131546,0.018535256385803223
9,three_w,3.4404871463775635,11,0.018886085599660873,0.38987821340560913,0.018535256385803223
9,three_w,3.437802791595459,12,0.018865125253796577,0.39054927229881287,0.018535256385803223
9,three_w,3.4369335174560547,13,0.018858369439840317,0.3907666504383087,0.018535256385803223
9,three_w,3.437316417694092,14,0.018861349672079086,0.39067092537879944,0.018535256385803223
9,three_w,3.4389047622680664,15,0.01887376792728901,0.390273779630661,0.018535256385803223
9,three_w,3.4420547485351562,16,0.01889830455183983,0.38948631286621094,0.018535256385803223
9,three_w,3.4478535652160645,17,0.018943604081869125,0.3880366086959839,0.018535256385803223
9,three_w,3.460017204284668,18,0.019038572907447815,0.384995698928833,0.018535256385803223
9,three_w,3.453977584838867,19,0.018991487100720406,0.3865056335926056,0.018535256385803223
9,three_w,3.4463343620300293,20,0.018931733444333076,0.3884164094924927,0.018535256385803223
9,three_w,3.442756414413452,21,0.018903817981481552,0.38931089639663696,0.018535256385803223
9,three_w,3.441185474395752,22,0.018891550600528717,0.3897036612033844,0.018535256385803223
9,three_w,3.440992832183838,23,0.018890010192990303,0.3897518217563629,0.018535256385803223
9,three_w,3.4420547485351562,24,0.01889830455183983,0.38948631286621094,0.018535256385803223
9,three_w,3.444608688354492,25,0.018918272107839584,0.38884779810905457,0.018535256385803223
