seed,method,instance,well_id,class,operating_point,horizon_seconds,fault_score,threshold,above_threshold,first_alarm_horizon,first_sustained3_horizon
44,R1,WELL-00011_20140530083203,WELL-00011,2,far_1pct,256,0.7251429557800293,0.7436891198158264,0,,
44,R1,WELL-00011_20140530083203,WELL-00011,2,far_1pct,288,0.7254163026809692,0.7436891198158264,0,,
44,R1,WELL-00011_20140530083203,WELL-00011,2,far_1pct,320,0.7256653308868408,0.7436891198158264,0,,
44,R1,WELL-00011_20140530083203,WELL-00011,2,far_1pct,352,0.7259001731872559,0.7436891198158264,0,,
44,R1,WELL-00011_20140530083203,WELL-00011,2,far_1pct,384,0.7261294722557068,0.7436891198158264,0,,
44,R1,WELL-00011_20140530083203,WELL-00011,2,far_1pct,416,0.7263531684875488,0.7436891198158264,0,,
44,R1,WELL-00011_20140530083203,WELL-00011,2,far_1pct,448,0.726553201675415,0.7436891198158264,0,,
44,R1,WELL-00011_20140530083203,WELL-00011,2,far_1pct,480,0.7267626523971558,0.7436891198158264,0,,
44,R1,WELL-00011_20140530083203,WELL-00011,2,far_1pct,512,0.7269584536552429,0.7436891198158264,0,,
44,R1,WELL-00011_20140530083203,WELL-00011,2,far_5pct,-256,0.7215215563774109,0.7381008267402649,0,,
44,R1,WELL-00011_20140530083203,WELL-00011,2,far_5pct,-224,0.7215118408203125,0.7381008267402649,0,,
44,R1,WELL-00011_20140530083203,WELL-00011,2,far_5pct,-192,0.7215114831924438,0.7381008267402649,0,,
44,R1,WELL-00011_20140530083203,WELL-00011,2,far_5pct,-160,0.721513032913208,0.7381008267402649,0,,
44,R1,WELL-00011_20140530083203,WELL-00011,2,far_5pct,-128,0.7215139865875244,0.7381008267402649,0,,
44,R1,WELL-00011_20140530083203,WELL-00011,2,far_5pct,-96,0.7215151190757751,0.7381008267402649,0,,
44,R1,WELL-00011_20140530083203,WELL-00011,2,far_5pct,-64,0.7215167284011841,0.7381008267402649,0,,
44,R1,WELL-00011_20140530083203,WELL-00011,2,far_5pct,-32,0.7215306758880615,0.7381008267402649,0,,
44,R1,WELL-00011_20140530083203,WELL-00011,2,far_5pct,0,0.7215403318405151,0.7381008267402649,0,,
44,R1,WELL-00011_20140530083203,WELL-00011,2,far_5pct,32,0.7215464115142822,0.7381008267402649,0,,
44,R1,WELL-00011_20140530083203,WELL-00011,2,far_5pct,64,0.7217711210250854,0.7381008267402649,0,,
44,R1,WELL-00011_20140530083203,WELL-00011,2,far_5pct,96,0.7221314907073975,0.7381008267402649,0,,
44,R1,WELL-00011_20140530083203,WELL-00011,2,far_5pct,128,0.7225779294967651,0.7381008267402649,0,,
44,R1,WELL-00011_20140530083203,WELL-00011,2,far_5pct,160,0.7232760190963745,0.7381008267402649,0,,
44,R1,WELL-00011_20140530083203,WELL-00011,2,far_5pct,192,0.7242521047592163,0.7381008267402649,0,,
44,R1,WELL-00011_20140530083203,WELL-00011,2,far_5pct,224,0.7248797416687012,0.7381008267402649,0,,
44,R1,WELL-00011_20140530083203,WELL-00011,2,far_5pct,256,0.7251429557800293,0.7381008267402649,0,,
44,R1,WELL-00011_20140530083203,WELL-00011,2,far_5pct,288,0.7254163026809692,0.7381008267402649,0,,
44,R1,WELL-00011_20140530083203,WELL-00011,2,far_5pct,320,0.7256653308868408,0.7381008267402649,0,,
44,R1,WELL-00011_20140530083203,WELL-00011,2,far_5pct,352,0.7259001731872559,0.7381008267402649,0,,
44,R1,WELL-00011_20140530083203,WELL-00011,2,far_5pct,384,0.7261294722557068,0.7381008267402649,0,,
44,R1,WELL-00011_20140530083203,WELL-00011,2,far_5pct,416,0.7263531684875488,0.7381008267402649,0,,
44,R1,WELL-00011_20140530083203,WELL-00011,2,far_5pct,448,0.726553201675415,0.7381008267402649,0,,
44,R1,WELL-00011_20140530083203,WELL-00011,2,far_5pct,480,0.7267626523971558,0.7381008267402649,0,,
44,R1,WELL-00011_20140530083203,WELL-00011,2,far_5pct,512,0.7269584536552429,0.7381008267402649,0,,
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_1pct,-234,0.7216261625289917,0.7436891198158264,0,2806,2806
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_1pct,-202,0.7216270565986633,0.7436891198158264,0,2806,2806
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_1pct,-170,0.7216285467147827,0.7436891198158264,0,2806,2806
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_1pct,-138,0.721628725528717,0.7436891198158264,0,2806,2806
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_1pct,-106,0.7216315269470215,0.7436891198158264,0,2806,2806
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_1pct,-74,0.7216329574584961,0.7436891198158264,0,2806,2806
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_1pct,-42,0.7216310501098633,0.7436891198158264,0,2806,2806
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_1pct,-10,0.7216342091560364,0.7436891198158264,0,2806,2806
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_1pct,22,0.7216349840164185,0.7436891198158264,0,2806,2806
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_1pct,54,0.7216334342956543,0.7436891198158264,0,2806,2806
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_1pct,86,0.7218053936958313,0.7436891198158264,0,2806,2806
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_1pct,118,0.7221623659133911,0.7436891198158264,0,2806,2806
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_1pct,150,0.7225527763366699,0.7436891198158264,0,2806,2806
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_1pct,182,0.723054826259613,0.7436891198158264,0,2806,2806
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_1pct,214,0.7239412665367126,0.7436891198158264,0,2806,2806
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_1pct,246,0.7247956991195679,0.7436891198158264,0,2806,2806
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_1pct,278,0.7251667380332947,0.7436891198158264,0,2806,2806
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_1pct,310,0.725446343421936,0.7436891198158264,0,2806,2806
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_1pct,342,0.7256962060928345,0.7436891198158264,0,2806,2806
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_1pct,374,0.7259389162063599,0.7436891198158264,0,2806,2806
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_1pct,406,0.7261689305305481,0.7436891198158264,0,2806,2806
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_1pct,438,0.726410984992981,0.7436891198158264,0,2806,2806
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_1pct,470,0.7266585826873779,0.7436891198158264,0,2806,2806
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_1pct,502,0.7268685102462769,0.7436891198158264,0,2806,2806
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_5pct,-234,0.7216261625289917,0.7381008267402649,0,2102,2102
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_5pct,-202,0.7216270565986633,0.7381008267402649,0,2102,2102
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_5pct,-170,0.7216285467147827,0.7381008267402649,0,2102,2102
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_5pct,-138,0.721628725528717,0.7381008267402649,0,2102,2102
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_5pct,-106,0.7216315269470215,0.7381008267402649,0,2102,2102
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_5pct,-74,0.7216329574584961,0.7381008267402649,0,2102,2102
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_5pct,-42,0.7216310501098633,0.7381008267402649,0,2102,2102
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_5pct,-10,0.7216342091560364,0.7381008267402649,0,2102,2102
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_5pct,22,0.7216349840164185,0.7381008267402649,0,2102,2102
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_5pct,54,0.7216334342956543,0.7381008267402649,0,2102,2102
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_5pct,86,0.7218053936958313,0.7381008267402649,0,2102,2102
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_5pct,118,0.7221623659133911,0.7381008267402649,0,2102,2102
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_5pct,150,0.7225527763366699,0.7381008267402649,0,2102,2102
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_5pct,182,0.723054826259613,0.7381008267402649,0,2102,2102
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_5pct,214,0.7239412665367126,0.7381008267402649,0,2102,2102
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_5pct,246,0.7247956991195679,0.7381008267402649,0,2102,2102
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_5pct,278,0.7251667380332947,0.7381008267402649,0,2102,2102
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_5pct,310,0.725446343421936,0.7381008267402649,0,2102,2102
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_5pct,342,0.7256962060928345,0.7381008267402649,0,2102,2102
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_5pct,374,0.7259389162063599,0.7381008267402649,0,2102,2102
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_5pct,406,0.7261689305305481,0.7381008267402649,0,2102,2102
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_5pct,438,0.726410984992981,0.7381008267402649,0,2102,2102
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_5pct,470,0.7266585826873779,0.7381008267402649,0,2102,2102
44,R1,WELL-00011_20140606213810,WELL-00011,2,far_5pct,502,0.7268685102462769,0.7381008267402649,0,2102,2102
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_1pct,-252,0.7197844386100769,0.7436891198158264,0,3460,3460
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_1pct,-220,0.7197845578193665,0.7436891198158264,0,3460,3460
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_1pct,-188,0.7197858095169067,0.7436891198158264,0,3460,3460
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_1pct,-156,0.7197871208190918,0.7436891198158264,0,3460,3460
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_1pct,-124,0.71978759765625,0.7436891198158264,0,3460,3460
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_1pct,-92,0.7197854518890381,0.7436891198158264,0,3460,3460
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_1pct,-60,0.7197834253311157,0.7436891198158264,0,3460,3460
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_1pct,-28,0.7197831869125366,0.7436891198158264,0,3460,3460
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_1pct,4,0.7197849750518799,0.7436891198158264,0,3460,3460
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_1pct,36,0.7197954654693604,0.7436891198158264,0,3460,3460
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_1pct,68,0.7198294401168823,0.7436891198158264,0,3460,3460
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_1pct,100,0.7198888063430786,0.7436891198158264,0,3460,3460
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_1pct,132,0.7199604511260986,0.7436891198158264,0,3460,3460
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_1pct,164,0.7200431823730469,0.7436891198158264,0,3460,3460
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_1pct,196,0.7201328873634338,0.7436891198158264,0,3460,3460
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_1pct,228,0.7202235460281372,0.7436891198158264,0,3460,3460
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_1pct,260,0.7203214168548584,0.7436891198158264,0,3460,3460
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_1pct,292,0.7204297780990601,0.7436891198158264,0,3460,3460
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_1pct,324,0.7205286622047424,0.7436891198158264,0,3460,3460
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_1pct,356,0.7206189632415771,0.7436891198158264,0,3460,3460
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_1pct,388,0.7207343578338623,0.7436891198158264,0,3460,3460
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_1pct,420,0.7208466529846191,0.7436891198158264,0,3460,3460
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_1pct,452,0.7209259271621704,0.7436891198158264,0,3460,3460
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_1pct,484,0.7210230827331543,0.7436891198158264,0,3460,3460
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_5pct,-252,0.7197844386100769,0.7381008267402649,0,2724,2724
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_5pct,-220,0.7197845578193665,0.7381008267402649,0,2724,2724
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_5pct,-188,0.7197858095169067,0.7381008267402649,0,2724,2724
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_5pct,-156,0.7197871208190918,0.7381008267402649,0,2724,2724
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_5pct,-124,0.71978759765625,0.7381008267402649,0,2724,2724
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_5pct,-92,0.7197854518890381,0.7381008267402649,0,2724,2724
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_5pct,-60,0.7197834253311157,0.7381008267402649,0,2724,2724
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_5pct,-28,0.7197831869125366,0.7381008267402649,0,2724,2724
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_5pct,4,0.7197849750518799,0.7381008267402649,0,2724,2724
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_5pct,36,0.7197954654693604,0.7381008267402649,0,2724,2724
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_5pct,68,0.7198294401168823,0.7381008267402649,0,2724,2724
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_5pct,100,0.7198888063430786,0.7381008267402649,0,2724,2724
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_5pct,132,0.7199604511260986,0.7381008267402649,0,2724,2724
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_5pct,164,0.7200431823730469,0.7381008267402649,0,2724,2724
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_5pct,196,0.7201328873634338,0.7381008267402649,0,2724,2724
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_5pct,228,0.7202235460281372,0.7381008267402649,0,2724,2724
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_5pct,260,0.7203214168548584,0.7381008267402649,0,2724,2724
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_5pct,292,0.7204297780990601,0.7381008267402649,0,2724,2724
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_5pct,324,0.7205286622047424,0.7381008267402649,0,2724,2724
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_5pct,356,0.7206189632415771,0.7381008267402649,0,2724,2724
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_5pct,388,0.7207343578338623,0.7381008267402649,0,2724,2724
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_5pct,420,0.7208466529846191,0.7381008267402649,0,2724,2724
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_5pct,452,0.7209259271621704,0.7381008267402649,0,2724,2724
44,R1,WELL-00011_20140720110102,WELL-00011,2,far_5pct,484,0.7210230827331543,0.7381008267402649,0,2724,2724
44,R1,WELL-00011_20140726165720,WELL-00011,2,far_1pct,-236,0.7220941185951233,0.7436891198158264,0,2516,
44,R1,WELL-00011_20140726165720,WELL-00011,2,far_1pct,-204,0.7221144437789917,0.7436891198158264,0,2516,
44,R1,WELL-00011_20140726165720,WELL-00011,2,far_1pct,-172,0.7221390008926392,0.7436891198158264,0,2516,
44,R1,WELL-00011_20140726165720,WELL-00011,2,far_1pct,-140,0.7221649289131165,0.7436891198158264,0,2516,
44,R1,WELL-00011_20140726165720,WELL-00011,2,far_1pct,-108,0.7221921682357788,0.7436891198158264,0,2516,
44,R1,WELL-00011_20140726165720,WELL-00011,2,far_1pct,-76,0.7222150564193726,0.7436891198158264,0,2516,
44,R1,WELL-00011_20140726165720,WELL-00011,2,far_1pct,-44,0.7222211360931396,0.7436891198158264,0,2516,
44,R1,WELL-00011_20140726165720,WELL-00011,2,far_1pct,-12,0.722229540348053,0.7436891198158264,0,2516,
44,R1,WELL-00011_20140726165720,WELL-00011,2,far_1pct,20,0.722315788269043,0.7436891198158264,0,2516,
44,R1,WELL-00011_20140726165720,WELL-00011,2,far_1pct,52,0.7225333452224731,0.7436891198158264,0,2516,
44,R1,WELL-00011_20140726165720,WELL-00011,2,far_1pct,84,0.7229874134063721,0.7436891198158264,0,2516,
44,R1,WELL-00011_20140726165720,WELL-00011,2,far_1pct,116,0.723660409450531,0.7436891198158264,0,2516,
44,R1,WELL-00011_20140726165720,WELL-00011,2,far_1pct,148,0.7245297431945801,0.7436891198158264,0,2516,
44,R1,WELL-00011_20140726165720,WELL-00011,2,far_1pct,180,0.7252088785171509,0.7436891198158264,0,2516,
44,R1,WELL-00011_20140726165720,WELL-00011,2,far_1pct,212,0.7255702018737793,0.7436891198158264,0,2516,
44,R1,WELL-00011_20140726165720,WELL-00011,2,far_1pct,244,0.7259189486503601,0.7436891198158264,0,2516,
44,R1,WELL-00011_20140726165720,WELL-00011,2,far_1pct,276,0.7262426614761353,0.7436891198158264,0,2516,
44,R1,WELL-00011_20140726165720,WELL-00011,2,far_1pct,308,0.7265465259552002,0.7436891198158264,0,2516,
44,R1,WELL-00011_20140726165720,WELL-00011,2,far_1pct,340,0.7268261909484863,0.7436891198158264,0,2516,
44,R1,WELL-00011_20140726165720,WELL-00011,2,far_1pct,372,0.7270591259002686,0.7436891198158264,0,2516,
44,R1,WELL-00011_20140726165720,WELL-00011,2,far_1pct,404,0.727264404296875,0.7436891198158264,0,2516,
44,R1,WELL-00011_20140726165720,WELL-00011,2,far_1pct,436,0.7274489998817444,0.7436891198158264,0,2516,
44,R1,WELL-00011_20140726165720,WELL-00011,2,far_1pct,468,0.7276147603988647,0.7436891198158264,0,2516,
44,R1,WELL-00011_20140726165720,WELL-00011,2,far_1pct,500,0.7277865409851074,0.7436891198158264,0,2516,
44,R1,WELL-00011_20140726165720,WELL-00011,2,far_5pct,-236,0.7220941185951233,0.7381008267402649,0,1844,1844
44,R1,WELL-00011_20140726165720,WELL-00011,2,far_5pct,-204,0.7221144437789917,0.7381008267402649,0,1844,1844
44,R1,WELL-00011_20140726165720,WELL-00011,2,far_5pct,-172,0.7221390008926392,0.7381008267402649,0,1844,1844
44,R1,WELL-00011_20140726165720,WELL-00011,2,far_5pct,-140,0.7221649289131165,0.7381008267402649,0,1844,1844
44,R1,WELL-00011_20140726165720,WELL-00011,2,far_5pct,-108,0.7221921682357788,0.7381008267402649,0,1844,1844
44,R1,WELL-00011_20140726165720,WELL-00011,2,far_5pct,-76,0.7222150564193726,0.7381008267402649,0,1844,1844
44,R1,WELL-00011_20140726165720,WELL-00011,2,far_5pct,-44,0.7222211360931396,0.7381008267402649,0,1844,1844
44,R1,WELL-00011_20140726165720,WELL-00011,2,far_5pct,-12,0.722229540348053,0.7381008267402649,0,1844,1844
44,R1,WELL-00011_20140726165720,WELL-00011,2,far_5pct,20,0.722315788269043,0.7381008267402649,0,1844,1844
44,R1,WELL-00011_20140726165720,WELL-00011,2,far_5pct,52,0.7225333452224731,0.7381008267402649,0,1844,1844
44,R1,WELL-00011_20140726165720,WELL-00011,2,far_5pct,84,0.7229874134063721,0.7381008267402649,0,1844,1844
44,R1,WELL-00011_20140726165720,WELL-00011,2,far_5pct,116,0.723660409450531,0.7381008267402649,0,1844,1844
44,R1,WELL-00011_20140726165720,WELL-00011,2,far_5pct,148,0.7245297431945801,0.7381008267402649,0,1844,1844
44,R1,WELL-00011_20140726165720,WELL-00011,2,far_5pct,180,0.7252088785171509,0.7381008267402649,0,1844,1844
