dataset,channel,frequency_bin,rank_median,rank_q25,rank_q75,rank_iqr,category
3W,4,6,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,4,7,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,4,8,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,4,9,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,4,10,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,4,11,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,4,12,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,4,13,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,4,14,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,4,15,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,4,16,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,4,17,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,4,18,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,4,19,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,4,20,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,4,21,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,4,22,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,4,23,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,4,24,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,4,25,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,4,26,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,4,27,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,4,28,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,4,29,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,4,30,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,4,31,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,4,32,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,5,0,0.3572413921356201,0.3400000035762787,0.36000001430511475,0.02000001072883606,reliable_noncritical
3W,5,1,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,5,2,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,5,3,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,5,4,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,5,5,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,5,6,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,5,7,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,5,8,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,5,9,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,5,10,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,5,11,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,5,12,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,5,13,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,5,14,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,5,15,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,5,16,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,5,17,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,5,18,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,5,19,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,5,20,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,5,21,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,5,22,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,5,23,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,5,24,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,5,25,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,5,26,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,5,27,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,5,28,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,5,29,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,5,30,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,5,31,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,5,32,0.11310344934463501,0.11310344934463501,0.11310344934463501,0.0,reliable_noncritical
3W,6,0,0.6503448486328125,0.6265516877174377,0.6665517091751099,0.04000002145767212,reliable_noncritical
3W,6,1,0.7386206388473511,0.7158620953559875,0.7734482884407043,0.0575861930847168,reliable_critical
3W,6,2,0.6710344552993774,0.6668965816497803,0.6906896829605103,0.02379310131072998,reliable_noncritical
3W,6,3,0.9931034445762634,0.9863793253898621,0.9931034445762634,0.006724119186401367,reliable_critical
3W,6,4,0.95241379737854,0.9227586388587952,0.9806896448135376,0.05793100595474243,reliable_critical
3W,6,5,0.9420689940452576,0.8999999761581421,0.9741379022598267,0.07413792610168457,reliable_critical
3W,6,6,0.6365517377853394,0.629655122756958,0.6510344743728638,0.02137935161590576,reliable_noncritical
3W,6,7,0.6731034517288208,0.6477586030960083,0.6772413849830627,0.029482781887054443,reliable_noncritical
3W,6,8,0.6396551728248596,0.634482741355896,0.679655134677887,0.04517239332199097,reliable_noncritical
3W,6,9,0.9875862002372742,0.958965539932251,0.9903448224067688,0.03137928247451782,reliable_critical
3W,6,10,0.725517213344574,0.7203448414802551,0.7465516924858093,0.0262068510055542,reliable_critical
3W,6,11,0.713793158531189,0.6993103623390198,0.7272413372993469,0.02793097496032715,ambiguous
3W,6,12,0.9255172610282898,0.8744827508926392,0.9613792896270752,0.08689653873443604,reliable_critical
3W,6,13,0.6765516996383667,0.6700000166893005,0.6948276162147522,0.02482759952545166,reliable_noncritical
3W,6,14,0.7068965435028076,0.7013792991638184,0.7368965148925781,0.035517215728759766,reliable_critical
3W,6,15,0.9862068891525269,0.9586206674575806,0.9889655113220215,0.030344843864440918,reliable_critical
3W,6,16,0.639310359954834,0.6317241191864014,0.6782758235931396,0.04655170440673828,reliable_noncritical
3W,6,17,0.6855172514915466,0.6796551942825317,0.7068965435028076,0.02724134922027588,ambiguous
3W,6,18,0.8296551704406738,0.7941379547119141,0.887586236000061,0.09344828128814697,reliable_critical
3W,6,19,0.7103448510169983,0.707241415977478,0.7348275780677795,0.027586162090301514,reliable_critical
3W,6,20,0.7013792991638184,0.6975862383842468,0.748275876045227,0.050689637660980225,ambiguous
3W,6,21,0.6813793182373047,0.6755172610282898,0.7055172920227051,0.030000030994415283,ambiguous
3W,6,22,0.8241379261016846,0.7948275804519653,0.8524137735366821,0.0575861930847168,reliable_critical
3W,6,23,0.7558620572090149,0.7437930703163147,0.7651724219322205,0.02137935161590576,reliable_critical
3W,6,24,0.639310359954834,0.6317241191864014,0.6782758235931396,0.04655170440673828,reliable_noncritical
3W,6,25,0.7434482574462891,0.7310344576835632,0.7513793110847473,0.020344853401184082,reliable_critical
3W,6,26,0.6944828033447266,0.6882758736610413,0.745172381401062,0.05689650774002075,ambiguous
3W,6,27,0.7172414064407349,0.7093103528022766,0.7255172729492188,0.01620692014694214,reliable_critical
3W,6,28,0.6655172109603882,0.6575862169265747,0.6734482645988464,0.01586204767227173,reliable_noncritical
3W,6,29,0.7613793015480042,0.7386206984519958,0.7727586030960083,0.03413790464401245,reliable_critical
3W,6,30,0.7841379642486572,0.7572413682937622,0.7968965768814087,0.039655208587646484,reliable_critical
3W,6,31,0.6744827628135681,0.6477586030960083,0.6789655089378357,0.031206905841827393,reliable_noncritical
3W,6,32,0.639310359954834,0.6317241191864014,0.679655134677887,0.047931015491485596,reliable_noncritical
3W,7,0,0.9944827556610107,0.9944827556610107,0.9958620667457581,0.0013793110847473145,reliable_critical
3W,7,1,0.9434483051300049,0.9096552133560181,0.9462068676948547,0.03655165433883667,reliable_critical
3W,7,2,0.935172438621521,0.9075862169265747,0.9365517497062683,0.028965532779693604,reliable_critical
3W,7,3,0.9572413563728333,0.9193103313446045,0.9582758545875549,0.03896552324295044,reliable_critical
3W,7,4,0.9848275780677795,0.9786206483840942,0.9848275780677795,0.006206929683685303,reliable_critical
3W,7,5,0.9531034231185913,0.9220689535140991,0.9537930488586426,0.03172409534454346,reliable_critical
3W,7,6,0.8903448581695557,0.8706896305084229,0.9051724076271057,0.03448277711868286,reliable_critical
3W,7,7,0.9262069463729858,0.8958621025085449,0.9324138164520264,0.036551713943481445,reliable_critical
3W,7,8,0.9317241907119751,0.9037930965423584,0.9337931275367737,0.030000030994415283,reliable_critical
3W,7,9,0.9586206674575806,0.9237931370735168,0.9596551656723022,0.0358620285987854,reliable_critical
3W,7,10,0.9675861597061157,0.9344828128814697,0.9693103432655334,0.03482753038406372,reliable_critical
3W,7,11,0.9599999785423279,0.9300000071525574,0.9624137878417969,0.0324137806892395,reliable_critical
3W,7,12,0.9193103313446045,0.8975862264633179,0.931034505367279,0.03344827890396118,reliable_critical
3W,7,13,0.9689655303955078,0.9358620643615723,0.9706896543502808,0.034827589988708496,reliable_critical
3W,7,14,0.9765517115592957,0.9479310512542725,0.9775862097740173,0.029655158519744873,reliable_critical
3W,7,15,0.9558620452880859,0.9165517091751099,0.9565516710281372,0.039999961853027344,reliable_critical
3W,7,16,0.8103448152542114,0.7682758569717407,0.8172414302825928,0.04896557331085205,reliable_critical
3W,7,17,0.9503448009490967,0.917931079864502,0.951034426689148,0.033103346824645996,reliable_critical
3W,7,18,0.9820689558982849,0.9765517115592957,0.9834482669830322,0.006896555423736572,reliable_critical
3W,7,19,0.9724137783050537,0.9427586197853088,0.9744827747344971,0.03172415494918823,reliable_critical
3W,7,20,0.9420689940452576,0.9100000262260437,0.9448275566101074,0.03482753038406372,reliable_critical
3W,7,21,0.9489654898643494,0.911379337310791,0.9496551752090454,0.038275837898254395,reliable_critical
3W,7,22,0.9634482860565186,0.9275861978530884,0.9648275375366211,0.037241339683532715,reliable_critical
3W,7,23,0.8979310393333435,0.8886206746101379,0.9231034517288208,0.03448277711868286,reliable_critical
3W,7,24,0.8924137949943542,0.8496551513671875,0.9058620929718018,0.05620694160461426,reliable_critical
3W,7,25,0.9620689153671265,0.9344828128814697,0.9637930989265442,0.029310286045074463,reliable_critical
3W,7,26,0.973793089389801,0.9441379308700562,0.9758620262145996,0.03172409534454346,reliable_critical
3W,7,27,0.9655172228813171,0.9331034421920776,0.9679310321807861,0.034827589988708496,reliable_critical
3W,7,28,0.9544827342033386,0.9175862073898315,0.9551724195480347,0.037586212158203125,reliable_critical
3W,7,29,0.886896550655365,0.863103449344635,0.8924137949943542,0.02931034564971924,reliable_critical
3W,7,30,0.947586178779602,0.913103461265564,0.9479309916496277,0.03482753038406372,reliable_critical
3W,7,31,0.951724112033844,0.9137930870056152,0.95241379737854,0.038620710372924805,reliable_critical
3W,7,32,0.9041379690170288,0.8879310488700867,0.9282758831977844,0.040344834327697754,reliable_critical
3W,8,0,0.9986206889152527,0.9986206889152527,0.9986206889152527,0.0,reliable_critical
3W,8,1,0.7427586317062378,0.7306896448135376,0.7558620572090149,0.025172412395477295,reliable_critical
3W,8,2,0.9282758831977844,0.8796551823616028,0.9379310607910156,0.05827587842941284,reliable_critical
3W,8,3,0.7496551275253296,0.7362068891525269,0.7634482383728027,0.02724134922027588,reliable_critical
3W,8,4,0.725517213344574,0.7182759046554565,0.7424137592315674,0.02413785457611084,reliable_critical
3W,8,5,0.7344827651977539,0.7258620262145996,0.7406896352767944,0.014827609062194824,reliable_critical
3W,8,6,0.9641379117965698,0.9265517592430115,0.9793103337287903,0.05275857448577881,reliable_critical
3W,8,7,0.7427586317062378,0.7248275876045227,0.7631034255027771,0.038275837898254395,reliable_critical
3W,8,8,0.751724123954773,0.7375862002372742,0.7748275995254517,0.03724139928817749,reliable_critical
3W,8,9,0.8372413516044617,0.8127586245536804,0.8541378974914551,0.04137927293777466,reliable_critical
3W,8,10,0.7379310131072998,0.7268965244293213,0.7486206889152527,0.021724164485931396,reliable_critical
3W,8,11,0.8689655065536499,0.8337931036949158,0.8786206841468811,0.04482758045196533,reliable_critical
3W,8,12,0.7655172348022461,0.7527586221694946,0.8003448247909546,0.04758620262145996,reliable_critical
3W,8,13,0.7420689463615417,0.7234482765197754,0.7589654922485352,0.035517215728759766,reliable_critical
3W,8,14,0.7144827842712402,0.7034482955932617,0.7658620476722717,0.06241375207901001,reliable_critical
3W,8,15,0.704827606678009,0.7003448605537415,0.7248275876045227,0.02448272705078125,reliable_critical
3W,8,16,0.7489655017852783,0.7296551465988159,0.7696552276611328,0.040000081062316895,reliable_critical
3W,8,17,0.7558620572090149,0.7434482574462891,0.7806896567344666,0.03724139928817749,reliable_critical
