well_id,instance,class,start_timestamp,sequence_length,label_phase_order
WELL-00001,WELL-00001_20170827030000,0,2017-08-27T03:00:00.000000000,21483,unlabeled>normal
WELL-00001,WELL-00001_20170827080000,0,2017-08-27T08:00:00.000000000,21574,unlabeled>normal
WELL-00001,WELL-00001_20170827130000,0,2017-08-27T13:00:00.000000000,21496,unlabeled>normal
WELL-00001,WELL-00001_20170827180000,0,2017-08-27T18:00:00.000000000,21444,unlabeled>normal
WELL-00001,WELL-00001_20170827230000,0,2017-08-27T23:00:00.000000000,21326,unlabeled>normal
WELL-00001,WELL-00001_20170828040000,0,2017-08-28T04:00:00.000000000,21444,unlabeled>normal
WELL-00001,WELL-00001_20170828090000,0,2017-08-28T09:00:00.000000000,21378,unlabeled>normal
WELL-00002,WELL-00002_20131211220015,0,2013-12-11T22:00:15.000000000,10786,unlabeled>normal
WELL-00002,WELL-00002_20131212000148,0,2013-12-12T00:01:48.000000000,10693,unlabeled>normal
WELL-00002,WELL-00002_20131212020000,0,2013-12-12T02:00:00.000000000,10754,unlabeled>normal
WELL-00002,WELL-00002_20131212040000,0,2013-12-12T04:00:00.000000000,10775,unlabeled>normal
WELL-00002,WELL-00002_20131212060005,0,2013-12-12T06:00:05.000000000,10754,unlabeled>normal
WELL-00002,WELL-00002_20131214150127,0,2013-12-14T15:01:27.000000000,10714,unlabeled>normal
WELL-00002,WELL-00002_20131214170036,0,2013-12-14T17:00:36.000000000,10765,unlabeled>normal
WELL-00002,WELL-00002_20131214190030,0,2013-12-14T19:00:30.000000000,10771,unlabeled>normal
WELL-00002,WELL-00002_20170209110022,0,2017-02-09T11:00:22.000000000,21579,unlabeled>normal
WELL-00002,WELL-00002_20170209160152,0,2017-02-09T16:01:52.000000000,21489,unlabeled>normal
WELL-00002,WELL-00002_20170209210033,0,2017-02-09T21:00:33.000000000,21568,unlabeled>normal
WELL-00002,WELL-00002_20170210020033,0,2017-02-10T02:00:33.000000000,21568,unlabeled>normal
WELL-00002,WELL-00002_20170210070407,0,2017-02-10T07:04:07.000000000,21354,unlabeled>normal
WELL-00002,WELL-00002_20170210120152,0,2017-02-10T12:01:52.000000000,21489,unlabeled>normal
WELL-00002,WELL-00002_20170210170033,0,2017-02-10T17:00:33.000000000,21568,unlabeled>normal
WELL-00002,WELL-00002_20170210220203,0,2017-02-10T22:02:03.000000000,21478,unlabeled>normal
WELL-00002,WELL-00002_20170211030225,0,2017-02-11T03:02:25.000000000,21456,unlabeled>normal
WELL-00002,WELL-00002_20170211080129,0,2017-02-11T08:01:29.000000000,21512,unlabeled>normal
WELL-00002,WELL-00002_20170211130152,0,2017-02-11T13:01:52.000000000,21489,unlabeled>normal
WELL-00002,WELL-00002_20170211180129,0,2017-02-11T18:01:29.000000000,21512,unlabeled>normal
WELL-00002,WELL-00002_20170211230141,0,2017-02-11T23:01:41.000000000,21500,unlabeled>normal
WELL-00002,WELL-00002_20170212040225,0,2017-02-12T04:02:25.000000000,21456,unlabeled>normal
WELL-00002,WELL-00002_20170212090203,0,2017-02-12T09:02:03.000000000,21478,unlabeled>normal
WELL-00002,WELL-00002_20170212140407,0,2017-02-12T14:04:07.000000000,21354,unlabeled>normal
WELL-00002,WELL-00002_20170212190429,0,2017-02-12T19:04:29.000000000,21332,unlabeled>normal
WELL-00002,WELL-00002_20170213000322,0,2017-02-13T00:03:22.000000000,21399,unlabeled>normal
WELL-00002,WELL-00002_20170213050225,0,2017-02-13T05:02:25.000000000,21456,unlabeled>normal
WELL-00002,WELL-00002_20170213100344,0,2017-02-13T10:03:44.000000000,21377,unlabeled>normal
WELL-00002,WELL-00002_20170213150107,0,2017-02-13T15:01:07.000000000,21534,unlabeled>normal
WELL-00002,WELL-00002_20170213200214,0,2017-02-13T20:02:14.000000000,21467,unlabeled>normal
WELL-00002,WELL-00002_20170214010118,0,2017-02-14T01:01:18.000000000,21523,unlabeled>normal
WELL-00002,WELL-00002_20170214060141,0,2017-02-14T06:01:41.000000000,21500,unlabeled>normal
WELL-00002,WELL-00002_20170214110056,0,2017-02-14T11:00:56.000000000,21545,unlabeled>normal
WELL-00002,WELL-00002_20170214160044,0,2017-02-14T16:00:44.000000000,21557,unlabeled>normal
WELL-00002,WELL-00002_20170214210322,0,2017-02-14T21:03:22.000000000,21399,unlabeled>normal
WELL-00002,WELL-00002_20170215020259,0,2017-02-15T02:02:59.000000000,21422,unlabeled>normal
WELL-00002,WELL-00002_20170215070056,0,2017-02-15T07:00:56.000000000,21545,unlabeled>normal
WELL-00002,WELL-00002_20170215120214,0,2017-02-15T12:02:14.000000000,21467,unlabeled>normal
WELL-00002,WELL-00002_20170215170118,0,2017-02-15T17:01:18.000000000,21523,unlabeled>normal
WELL-00002,WELL-00002_20170215220129,0,2017-02-15T22:01:29.000000000,21512,unlabeled>normal
WELL-00002,WELL-00002_20170216030141,0,2017-02-16T03:01:41.000000000,21500,unlabeled>normal
WELL-00002,WELL-00002_20170216080118,0,2017-02-16T08:01:18.000000000,21523,unlabeled>normal
WELL-00002,WELL-00002_20170216130152,0,2017-02-16T13:01:52.000000000,21489,unlabeled>normal
WELL-00002,WELL-00002_20170216180214,0,2017-02-16T18:02:14.000000000,21467,unlabeled>normal
WELL-00002,WELL-00002_20170216230107,0,2017-02-16T23:01:07.000000000,21534,unlabeled>normal
WELL-00002,WELL-00002_20170217040451,0,2017-02-17T04:04:51.000000000,21310,unlabeled>normal
WELL-00002,WELL-00002_20170217090355,0,2017-02-17T09:03:55.000000000,21366,unlabeled>normal
WELL-00002,WELL-00002_20170217140248,0,2017-02-17T14:02:48.000000000,21433,unlabeled>normal
WELL-00002,WELL-00002_20170217190225,0,2017-02-17T19:02:25.000000000,21456,unlabeled>normal
WELL-00002,WELL-00002_20170218000237,0,2017-02-18T00:02:37.000000000,21444,unlabeled>normal
WELL-00002,WELL-00002_20170218050225,0,2017-02-18T05:02:25.000000000,21456,unlabeled>normal
WELL-00002,WELL-00002_20170218100022,0,2017-02-18T10:00:22.000000000,21579,unlabeled>normal
WELL-00002,WELL-00002_20170218150214,0,2017-02-18T15:02:14.000000000,21467,unlabeled>normal
WELL-00002,WELL-00002_20170219010033,0,2017-02-19T01:00:33.000000000,21568,unlabeled>normal
WELL-00002,WELL-00002_20170219060129,0,2017-02-19T06:01:29.000000000,21512,unlabeled>normal
WELL-00002,WELL-00002_20170219110152,0,2017-02-19T11:01:52.000000000,21489,unlabeled>normal
WELL-00002,WELL-00002_20170219160203,0,2017-02-19T16:02:03.000000000,21478,unlabeled>normal
WELL-00002,WELL-00002_20170219210214,0,2017-02-19T21:02:14.000000000,21467,unlabeled>normal
WELL-00002,WELL-00002_20170307190031,0,2017-03-07T19:00:31.000000000,21570,unlabeled>normal
WELL-00002,WELL-00002_20170308000103,0,2017-03-08T00:01:03.000000000,21538,unlabeled>normal
WELL-00002,WELL-00002_20170308050042,0,2017-03-08T05:00:42.000000000,21559,unlabeled>normal
WELL-00002,WELL-00002_20170308100124,0,2017-03-08T10:01:24.000000000,21517,unlabeled>normal
WELL-00002,WELL-00002_20170308150353,0,2017-03-08T15:03:53.000000000,21368,unlabeled>normal
WELL-00002,WELL-00002_20170308200218,0,2017-03-08T20:02:18.000000000,21463,unlabeled>normal
WELL-00002,WELL-00002_20170309010218,0,2017-03-09T01:02:18.000000000,21463,unlabeled>normal
WELL-00002,WELL-00002_20170309060218,0,2017-03-09T06:02:18.000000000,21463,unlabeled>normal
WELL-00002,WELL-00002_20170309110156,0,2017-03-09T11:01:56.000000000,21485,unlabeled>normal
WELL-00002,WELL-00002_20170309160218,0,2017-03-09T16:02:18.000000000,21463,unlabeled>normal
WELL-00002,WELL-00002_20170309210207,0,2017-03-09T21:02:07.000000000,21474,unlabeled>normal
WELL-00002,WELL-00002_20170310020146,0,2017-03-10T02:01:46.000000000,21495,unlabeled>normal
WELL-00002,WELL-00002_20170310070518,0,2017-03-10T07:05:18.000000000,21283,unlabeled>normal
WELL-00002,WELL-00002_20170310120321,0,2017-03-10T12:03:21.000000000,21400,unlabeled>normal
WELL-00002,WELL-00002_20170310170103,0,2017-03-10T17:01:03.000000000,21538,unlabeled>normal
WELL-00002,WELL-00002_20170310220042,0,2017-03-10T22:00:42.000000000,21559,unlabeled>normal
WELL-00002,WELL-00002_20170404020000,0,2017-04-04T02:00:00.000000000,21555,unlabeled>normal
WELL-00002,WELL-00002_20170404070045,0,2017-04-04T07:00:45.000000000,21556,unlabeled>normal
WELL-00002,WELL-00002_20170404120000,0,2017-04-04T12:00:00.000000000,21521,unlabeled>normal
WELL-00002,WELL-00002_20170404170000,0,2017-04-04T17:00:00.000000000,21532,unlabeled>normal
WELL-00002,WELL-00002_20170404220000,0,2017-04-04T22:00:00.000000000,21463,unlabeled>normal
WELL-00002,WELL-00002_20170405030000,0,2017-04-05T03:00:00.000000000,21566,unlabeled>normal
WELL-00002,WELL-00002_20170405080000,0,2017-04-05T08:00:00.000000000,21555,unlabeled>normal
WELL-00002,WELL-00002_20170405130000,0,2017-04-05T13:00:00.000000000,21372,unlabeled>normal
WELL-00002,WELL-00002_20170405180000,0,2017-04-05T18:00:00.000000000,21566,unlabeled>normal
WELL-00002,WELL-00002_20170405230000,0,2017-04-05T23:00:00.000000000,21372,unlabeled>normal
WELL-00002,WELL-00002_20170406040000,0,2017-04-06T04:00:00.000000000,21315,unlabeled>normal
WELL-00002,WELL-00002_20170406090000,0,2017-04-06T09:00:00.000000000,21235,unlabeled>normal
WELL-00002,WELL-00002_20170406140000,0,2017-04-06T14:00:00.000000000,21566,unlabeled>normal
WELL-00002,WELL-00002_20170406190000,0,2017-04-06T19:00:00.000000000,21578,unlabeled>normal
WELL-00002,WELL-00002_20170610230108,0,2017-06-10T23:01:08.000000000,21441,unlabeled>normal
WELL-00002,WELL-00002_20170611040011,0,2017-06-11T04:00:11.000000000,21475,unlabeled>normal
WELL-00002,WELL-00002_20170611090000,0,2017-06-11T09:00:00.000000000,21486,unlabeled>normal
WELL-00002,WELL-00002_20170611140000,0,2017-06-11T14:00:00.000000000,21475,unlabeled>normal
WELL-00002,WELL-00002_20170611190000,0,2017-06-11T19:00:00.000000000,21566,unlabeled>normal
WELL-00002,WELL-00002_20170612000000,0,2017-06-12T00:00:00.000000000,21543,unlabeled>normal
WELL-00002,WELL-00002_20170612050057,0,2017-06-12T05:00:57.000000000,21441,unlabeled>normal
WELL-00002,WELL-00002_20170612100022,0,2017-06-12T10:00:22.000000000,21521,unlabeled>normal
WELL-00002,WELL-00002_20170612150022,0,2017-06-12T15:00:22.000000000,21579,unlabeled>normal
WELL-00002,WELL-00002_20170612200000,0,2017-06-12T20:00:00.000000000,21532,unlabeled>normal
WELL-00002,WELL-00002_20170613010022,0,2017-06-13T01:00:22.000000000,21521,unlabeled>normal
WELL-00002,WELL-00002_20170613060011,0,2017-06-13T06:00:11.000000000,21441,unlabeled>normal
WELL-00002,WELL-00002_20170613110000,0,2017-06-13T11:00:00.000000000,21532,unlabeled>normal
WELL-00002,WELL-00002_20170613160000,0,2017-06-13T16:00:00.000000000,21532,unlabeled>normal
WELL-00002,WELL-00002_20170613210000,0,2017-06-13T21:00:00.000000000,21429,unlabeled>normal
WELL-00002,WELL-00002_20170614020000,0,2017-06-14T02:00:00.000000000,21530,unlabeled>normal
WELL-00002,WELL-00002_20170614070057,0,2017-06-14T07:00:57.000000000,21532,unlabeled>normal
WELL-00002,WELL-00002_20170614120000,0,2017-06-14T12:00:00.000000000,21483,unlabeled>normal
WELL-00002,WELL-00002_20170614170000,0,2017-06-14T17:00:00.000000000,21486,unlabeled>normal
WELL-00002,WELL-00002_20170614220200,0,2017-06-14T22:02:00.000000000,21481,unlabeled>normal
WELL-00002,WELL-00002_20170615030032,0,2017-06-15T03:00:32.000000000,21569,unlabeled>normal
WELL-00002,WELL-00002_20170615080400,0,2017-06-15T08:04:00.000000000,21361,unlabeled>normal
WELL-00002,WELL-00002_20170615130021,0,2017-06-15T13:00:21.000000000,21580,unlabeled>normal
WELL-00002,WELL-00002_20170615180127,0,2017-06-15T18:01:27.000000000,21514,unlabeled>normal
WELL-00002,WELL-00002_20170615230149,0,2017-06-15T23:01:49.000000000,21492,unlabeled>normal
WELL-00002,WELL-00002_20170616040043,0,2017-06-16T04:00:43.000000000,21558,unlabeled>normal
WELL-00002,WELL-00002_20170616090516,0,2017-06-16T09:05:16.000000000,21285,unlabeled>normal
WELL-00002,WELL-00002_20170616140211,0,2017-06-16T14:02:11.000000000,21470,unlabeled>normal
WELL-00002,WELL-00002_20170616190349,0,2017-06-16T19:03:49.000000000,21372,unlabeled>normal
WELL-00002,WELL-00002_20170617000127,0,2017-06-17T00:01:27.000000000,21514,unlabeled>normal
WELL-00002,WELL-00002_20170617050043,0,2017-06-17T05:00:43.000000000,21558,unlabeled>normal
WELL-00002,WELL-00002_20170617100221,0,2017-06-17T10:02:21.000000000,21460,unlabeled>normal
WELL-00002,WELL-00002_20170617150149,0,2017-06-17T15:01:49.000000000,21492,unlabeled>normal
WELL-00002,WELL-00002_20170617210127,0,2017-06-17T21:01:27.000000000,17914,unlabeled>normal
WELL-00002,WELL-00002_20170618010105,0,2017-06-18T01:01:05.000000000,21536,unlabeled>normal
WELL-00002,WELL-00002_20170618060105,0,2017-06-18T06:01:05.000000000,21536,unlabeled>normal
WELL-00002,WELL-00002_20170618110600,0,2017-06-18T11:06:00.000000000,21241,unlabeled>normal
WELL-00002,WELL-00002_20170618160211,0,2017-06-18T16:02:11.000000000,21470,unlabeled>normal
WELL-00002,WELL-00002_20170618210043,0,2017-06-18T21:00:43.000000000,21558,unlabeled>normal
WELL-00002,WELL-00002_20170619020032,0,2017-06-19T02:00:32.000000000,21569,unlabeled>normal
WELL-00002,WELL-00002_20170619070054,0,2017-06-19T07:00:54.000000000,21547,unlabeled>normal
WELL-00002,WELL-00002_20170619120021,0,2017-06-19T12:00:21.000000000,21580,unlabeled>normal
WELL-00002,WELL-00002_20170619170149,0,2017-06-19T17:01:49.000000000,21492,unlabeled>normal
WELL-00002,WELL-00002_20170619220043,0,2017-06-19T22:00:43.000000000,21558,unlabeled>normal
WELL-00002,WELL-00002_20170620030505,0,2017-06-20T03:05:05.000000000,21296,unlabeled>normal
WELL-00002,WELL-00002_20170620080254,0,2017-06-20T08:02:54.000000000,21427,unlabeled>normal
WELL-00002,WELL-00002_20170620130116,0,2017-06-20T13:01:16.000000000,21525,unlabeled>normal
WELL-00002,WELL-00002_20170620180211,0,2017-06-20T18:02:11.000000000,17870,unlabeled>normal
WELL-00002,WELL-00002_20170620220109,0,2017-06-20T22:01:09.000000000,17932,unlabeled>normal
WELL-00002,WELL-00002_20170621020054,0,2017-06-21T02:00:54.000000000,21547,unlabeled>normal
WELL-00002,WELL-00002_20170621070422,0,2017-06-21T07:04:22.000000000,21339,unlabeled>normal
WELL-00002,WELL-00002_20170621120116,0,2017-06-21T12:01:16.000000000,21525,unlabeled>normal
WELL-00002,WELL-00002_20170621170032,0,2017-06-21T17:00:32.000000000,21569,unlabeled>normal
WELL-00002,WELL-00002_20170621220054,0,2017-06-21T22:00:54.000000000,21547,unlabeled>normal
WELL-00002,WELL-00002_20170622030105,0,2017-06-22T03:01:05.000000000,21536,unlabeled>normal
WELL-00002,WELL-00002_20170622080043,0,2017-06-22T08:00:43.000000000,21558,unlabeled>normal
WELL-00002,WELL-00002_20170622130127,0,2017-06-22T13:01:27.000000000,21514,unlabeled>normal
WELL-00002,WELL-00002_20170622180316,0,2017-06-22T18:03:16.000000000,21405,unlabeled>normal
WELL-00002,WELL-00002_20170622230305,0,2017-06-22T23:03:05.000000000,21416,unlabeled>normal
WELL-00002,WELL-00002_20170623040021,0,2017-06-23T04:00:21.000000000,21580,unlabeled>normal
WELL-00002,WELL-00002_20170623090032,0,2017-06-23T09:00:32.000000000,21569,unlabeled>normal
WELL-00002,WELL-00002_20170623140127,0,2017-06-23T14:01:27.000000000,21514,unlabeled>normal
WELL-00002,WELL-00002_20170623190211,0,2017-06-23T19:02:11.000000000,21470,unlabeled>normal
WELL-00002,WELL-00002_20170624000032,0,2017-06-24T00:00:32.000000000,21569,unlabeled>normal
WELL-00002,WELL-00002_20170624050127,0,2017-06-24T05:01:27.000000000,21514,unlabeled>normal
WELL-00002,WELL-00002_20170624100021,0,2017-06-24T10:00:21.000000000,21580,unlabeled>normal
WELL-00002,WELL-00002_20170624150054,0,2017-06-24T15:00:54.000000000,21547,unlabeled>normal
WELL-00002,WELL-00002_20170624200211,0,2017-06-24T20:02:11.000000000,21470,unlabeled>normal
WELL-00002,WELL-00002_20170625010200,0,2017-06-25T01:02:00.000000000,21481,unlabeled>normal
WELL-00002,WELL-00002_20170625060243,0,2017-06-25T06:02:43.000000000,21438,unlabeled>normal
WELL-00002,WELL-00002_20170625110032,0,2017-06-25T11:00:32.000000000,21569,unlabeled>normal
WELL-00002,WELL-00002_20170625160232,0,2017-06-25T16:02:32.000000000,21449,unlabeled>normal
WELL-00002,WELL-00002_20170625210127,0,2017-06-25T21:01:27.000000000,21514,unlabeled>normal
WELL-00002,WELL-00002_20170626020043,0,2017-06-26T02:00:43.000000000,21558,unlabeled>normal
WELL-00002,WELL-00002_20170626070149,0,2017-06-26T07:01:49.000000000,21492,unlabeled>normal
WELL-00002,WELL-00002_20170626120032,0,2017-06-26T12:00:32.000000000,21569,unlabeled>normal
WELL-00002,WELL-00002_20170626170138,0,2017-06-26T17:01:38.000000000,21503,unlabeled>normal
WELL-00002,WELL-00002_20170626220316,0,2017-06-26T22:03:16.000000000,21405,unlabeled>normal
WELL-00002,WELL-00002_20170804200000,0,2017-08-04T20:00:00.000000000,21506,unlabeled>normal
WELL-00002,WELL-00002_20170805010000,0,2017-08-05T01:00:00.000000000,21533,unlabeled>normal
WELL-00002,WELL-00002_20170805060000,0,2017-08-05T06:00:00.000000000,21344,unlabeled>normal
WELL-00002,WELL-00002_20170805110000,0,2017-08-05T11:00:00.000000000,21344,unlabeled>normal
WELL-00002,WELL-00002_20170805160000,0,2017-08-05T16:00:00.000000000,21533,unlabeled>normal
WELL-00002,WELL-00002_20170805210000,0,2017-08-05T21:00:00.000000000,21533,unlabeled>normal
WELL-00002,WELL-00002_20170806020000,0,2017-08-06T02:00:00.000000000,21479,unlabeled>normal
WELL-00002,WELL-00002_20170806070000,0,2017-08-06T07:00:00.000000000,21560,unlabeled>normal
WELL-00002,WELL-00002_20170806120000,0,2017-08-06T12:00:00.000000000,21466,unlabeled>normal
WELL-00002,WELL-00002_20170806170000,0,2017-08-06T17:00:00.000000000,21493,unlabeled>normal
WELL-00002,WELL-00002_20170806220000,0,2017-08-06T22:00:00.000000000,21547,unlabeled>normal
WELL-00002,WELL-00002_20170807030000,0,2017-08-07T03:00:00.000000000,21425,unlabeled>normal
WELL-00002,WELL-00002_20170807080000,0,2017-08-07T08:00:00.000000000,21088,unlabeled>normal
WELL-00002,WELL-00002_20170807130000,0,2017-08-07T13:00:00.000000000,21574,unlabeled>normal
