instance,class,source,observations,mode_interval_seconds,min_interval_seconds,max_interval_seconds,constant_interval,nonpositive_intervals,timestamp_gaps
WELL-00002_20170210170033,0,WELL,21568,1.0,1.0,1.0,True,0,0
WELL-00002_20170210220203,0,WELL,21478,1.0,1.0,1.0,True,0,0
WELL-00002_20170211030225,0,WELL,21456,1.0,1.0,1.0,True,0,0
WELL-00002_20170211080129,0,WELL,21512,1.0,1.0,1.0,True,0,0
WELL-00002_20170211130152,0,WELL,21489,1.0,1.0,1.0,True,0,0
WELL-00002_20170211180129,0,WELL,21512,1.0,1.0,1.0,True,0,0
WELL-00002_20170211230141,0,WELL,21500,1.0,1.0,1.0,True,0,0
WELL-00002_20170212040225,0,WELL,21456,1.0,1.0,1.0,True,0,0
WELL-00002_20170212090203,0,WELL,21478,1.0,1.0,1.0,True,0,0
WELL-00002_20170212140407,0,WELL,21354,1.0,1.0,1.0,True,0,0
WELL-00002_20170212190429,0,WELL,21332,1.0,1.0,1.0,True,0,0
WELL-00002_20170213000322,0,WELL,21399,1.0,1.0,1.0,True,0,0
WELL-00002_20170213050225,0,WELL,21456,1.0,1.0,1.0,True,0,0
WELL-00002_20170213100344,0,WELL,21377,1.0,1.0,1.0,True,0,0
WELL-00002_20170213150107,0,WELL,21534,1.0,1.0,1.0,True,0,0
WELL-00002_20170213200214,0,WELL,21467,1.0,1.0,1.0,True,0,0
WELL-00002_20170214010118,0,WELL,21523,1.0,1.0,1.0,True,0,0
WELL-00002_20170214060141,0,WELL,21500,1.0,1.0,1.0,True,0,0
WELL-00002_20170214110056,0,WELL,21545,1.0,1.0,1.0,True,0,0
WELL-00002_20170214160044,0,WELL,21557,1.0,1.0,1.0,True,0,0
WELL-00002_20170214210322,0,WELL,21399,1.0,1.0,1.0,True,0,0
WELL-00002_20170215020259,0,WELL,21422,1.0,1.0,1.0,True,0,0
WELL-00002_20170215070056,0,WELL,21545,1.0,1.0,1.0,True,0,0
WELL-00002_20170215120214,0,WELL,21467,1.0,1.0,1.0,True,0,0
WELL-00002_20170215170118,0,WELL,21523,1.0,1.0,1.0,True,0,0
WELL-00002_20170215220129,0,WELL,21512,1.0,1.0,1.0,True,0,0
WELL-00002_20170216030141,0,WELL,21500,1.0,1.0,1.0,True,0,0
WELL-00002_20170216080118,0,WELL,21523,1.0,1.0,1.0,True,0,0
WELL-00002_20170216130152,0,WELL,21489,1.0,1.0,1.0,True,0,0
WELL-00002_20170216180214,0,WELL,21467,1.0,1.0,1.0,True,0,0
WELL-00002_20170216230107,0,WELL,21534,1.0,1.0,1.0,True,0,0
WELL-00002_20170217040451,0,WELL,21310,1.0,1.0,1.0,True,0,0
WELL-00002_20170217090355,0,WELL,21366,1.0,1.0,1.0,True,0,0
WELL-00002_20170217140248,0,WELL,21433,1.0,1.0,1.0,True,0,0
WELL-00002_20170217190225,0,WELL,21456,1.0,1.0,1.0,True,0,0
WELL-00002_20170218000237,0,WELL,21444,1.0,1.0,1.0,True,0,0
WELL-00002_20170218050225,0,WELL,21456,1.0,1.0,1.0,True,0,0
WELL-00002_20170218100022,0,WELL,21579,1.0,1.0,1.0,True,0,0
WELL-00002_20170218150214,0,WELL,21467,1.0,1.0,1.0,True,0,0
WELL-00002_20170219010033,0,WELL,21568,1.0,1.0,1.0,True,0,0
WELL-00002_20170219060129,0,WELL,21512,1.0,1.0,1.0,True,0,0
WELL-00002_20170219110152,0,WELL,21489,1.0,1.0,1.0,True,0,0
WELL-00002_20170219160203,0,WELL,21478,1.0,1.0,1.0,True,0,0
WELL-00002_20170219210214,0,WELL,21467,1.0,1.0,1.0,True,0,0
WELL-00002_20170307190031,0,WELL,21570,1.0,1.0,1.0,True,0,0
WELL-00002_20170308000103,0,WELL,21538,1.0,1.0,1.0,True,0,0
WELL-00002_20170308050042,0,WELL,21559,1.0,1.0,1.0,True,0,0
WELL-00002_20170308100124,0,WELL,21517,1.0,1.0,1.0,True,0,0
WELL-00002_20170308150353,0,WELL,21368,1.0,1.0,1.0,True,0,0
WELL-00002_20170308200218,0,WELL,21463,1.0,1.0,1.0,True,0,0
WELL-00002_20170309010218,0,WELL,21463,1.0,1.0,1.0,True,0,0
WELL-00002_20170309060218,0,WELL,21463,1.0,1.0,1.0,True,0,0
WELL-00002_20170309110156,0,WELL,21485,1.0,1.0,1.0,True,0,0
WELL-00002_20170309160218,0,WELL,21463,1.0,1.0,1.0,True,0,0
WELL-00002_20170309210207,0,WELL,21474,1.0,1.0,1.0,True,0,0
WELL-00002_20170310020146,0,WELL,21495,1.0,1.0,1.0,True,0,0
WELL-00002_20170310070518,0,WELL,21283,1.0,1.0,1.0,True,0,0
WELL-00002_20170310120321,0,WELL,21400,1.0,1.0,1.0,True,0,0
WELL-00002_20170310170103,0,WELL,21538,1.0,1.0,1.0,True,0,0
WELL-00002_20170310220042,0,WELL,21559,1.0,1.0,1.0,True,0,0
WELL-00002_20170404020000,0,WELL,21555,1.0,1.0,1.0,True,0,0
WELL-00002_20170404070045,0,WELL,21556,1.0,1.0,1.0,True,0,0
WELL-00002_20170404120000,0,WELL,21521,1.0,1.0,1.0,True,0,0
WELL-00002_20170404170000,0,WELL,21532,1.0,1.0,1.0,True,0,0
WELL-00002_20170404220000,0,WELL,21463,1.0,1.0,1.0,True,0,0
WELL-00002_20170405030000,0,WELL,21566,1.0,1.0,1.0,True,0,0
WELL-00002_20170405080000,0,WELL,21555,1.0,1.0,1.0,True,0,0
WELL-00002_20170405130000,0,WELL,21372,1.0,1.0,1.0,True,0,0
WELL-00002_20170405180000,0,WELL,21566,1.0,1.0,1.0,True,0,0
WELL-00002_20170405230000,0,WELL,21372,1.0,1.0,1.0,True,0,0
WELL-00002_20170406040000,0,WELL,21315,1.0,1.0,1.0,True,0,0
WELL-00002_20170406090000,0,WELL,21235,1.0,1.0,1.0,True,0,0
WELL-00002_20170406140000,0,WELL,21566,1.0,1.0,1.0,True,0,0
WELL-00002_20170406190000,0,WELL,21578,1.0,1.0,1.0,True,0,0
WELL-00002_20170610230108,0,WELL,21441,1.0,1.0,1.0,True,0,0
WELL-00002_20170611040011,0,WELL,21475,1.0,1.0,1.0,True,0,0
WELL-00002_20170611090000,0,WELL,21486,1.0,1.0,1.0,True,0,0
WELL-00002_20170611140000,0,WELL,21475,1.0,1.0,1.0,True,0,0
WELL-00002_20170611190000,0,WELL,21566,1.0,1.0,1.0,True,0,0
WELL-00002_20170612000000,0,WELL,21543,1.0,1.0,1.0,True,0,0
WELL-00002_20170612050057,0,WELL,21441,1.0,1.0,1.0,True,0,0
WELL-00002_20170612100022,0,WELL,21521,1.0,1.0,1.0,True,0,0
WELL-00002_20170612150022,0,WELL,21579,1.0,1.0,1.0,True,0,0
WELL-00002_20170612200000,0,WELL,21532,1.0,1.0,1.0,True,0,0
WELL-00002_20170613010022,0,WELL,21521,1.0,1.0,1.0,True,0,0
WELL-00002_20170613060011,0,WELL,21441,1.0,1.0,1.0,True,0,0
WELL-00002_20170613110000,0,WELL,21532,1.0,1.0,1.0,True,0,0
WELL-00002_20170613160000,0,WELL,21532,1.0,1.0,1.0,True,0,0
WELL-00002_20170613210000,0,WELL,21429,1.0,1.0,1.0,True,0,0
WELL-00002_20170614020000,0,WELL,21530,1.0,1.0,1.0,True,0,0
WELL-00002_20170614070057,0,WELL,21532,1.0,1.0,1.0,True,0,0
WELL-00002_20170614120000,0,WELL,21483,1.0,1.0,1.0,True,0,0
WELL-00002_20170614170000,0,WELL,21486,1.0,1.0,1.0,True,0,0
WELL-00002_20170614220200,0,WELL,21481,1.0,1.0,1.0,True,0,0
WELL-00002_20170615030032,0,WELL,21569,1.0,1.0,1.0,True,0,0
WELL-00002_20170615080400,0,WELL,21361,1.0,1.0,1.0,True,0,0
WELL-00002_20170615130021,0,WELL,21580,1.0,1.0,1.0,True,0,0
WELL-00002_20170615180127,0,WELL,21514,1.0,1.0,1.0,True,0,0
WELL-00002_20170615230149,0,WELL,21492,1.0,1.0,1.0,True,0,0
WELL-00002_20170616040043,0,WELL,21558,1.0,1.0,1.0,True,0,0
WELL-00002_20170616090516,0,WELL,21285,1.0,1.0,1.0,True,0,0
WELL-00002_20170616140211,0,WELL,21470,1.0,1.0,1.0,True,0,0
WELL-00002_20170616190349,0,WELL,21372,1.0,1.0,1.0,True,0,0
WELL-00002_20170617000127,0,WELL,21514,1.0,1.0,1.0,True,0,0
WELL-00002_20170617050043,0,WELL,21558,1.0,1.0,1.0,True,0,0
WELL-00002_20170617100221,0,WELL,21460,1.0,1.0,1.0,True,0,0
WELL-00002_20170617150149,0,WELL,21492,1.0,1.0,1.0,True,0,0
WELL-00002_20170617210127,0,WELL,17914,1.0,1.0,1.0,True,0,0
WELL-00002_20170618010105,0,WELL,21536,1.0,1.0,1.0,True,0,0
WELL-00002_20170618060105,0,WELL,21536,1.0,1.0,1.0,True,0,0
WELL-00002_20170618110600,0,WELL,21241,1.0,1.0,1.0,True,0,0
WELL-00002_20170618160211,0,WELL,21470,1.0,1.0,1.0,True,0,0
WELL-00002_20170618210043,0,WELL,21558,1.0,1.0,1.0,True,0,0
WELL-00002_20170619020032,0,WELL,21569,1.0,1.0,1.0,True,0,0
WELL-00002_20170619070054,0,WELL,21547,1.0,1.0,1.0,True,0,0
WELL-00002_20170619120021,0,WELL,21580,1.0,1.0,1.0,True,0,0
WELL-00002_20170619170149,0,WELL,21492,1.0,1.0,1.0,True,0,0
WELL-00002_20170619220043,0,WELL,21558,1.0,1.0,1.0,True,0,0
WELL-00002_20170620030505,0,WELL,21296,1.0,1.0,1.0,True,0,0
WELL-00002_20170620080254,0,WELL,21427,1.0,1.0,1.0,True,0,0
WELL-00002_20170620130116,0,WELL,21525,1.0,1.0,1.0,True,0,0
WELL-00002_20170620180211,0,WELL,17870,1.0,1.0,1.0,True,0,0
WELL-00002_20170620220109,0,WELL,17932,1.0,1.0,1.0,True,0,0
WELL-00002_20170621020054,0,WELL,21547,1.0,1.0,1.0,True,0,0
WELL-00002_20170621070422,0,WELL,21339,1.0,1.0,1.0,True,0,0
WELL-00002_20170621120116,0,WELL,21525,1.0,1.0,1.0,True,0,0
WELL-00002_20170621170032,0,WELL,21569,1.0,1.0,1.0,True,0,0
WELL-00002_20170621220054,0,WELL,21547,1.0,1.0,1.0,True,0,0
WELL-00002_20170622030105,0,WELL,21536,1.0,1.0,1.0,True,0,0
WELL-00002_20170622080043,0,WELL,21558,1.0,1.0,1.0,True,0,0
WELL-00002_20170622130127,0,WELL,21514,1.0,1.0,1.0,True,0,0
WELL-00002_20170622180316,0,WELL,21405,1.0,1.0,1.0,True,0,0
WELL-00002_20170622230305,0,WELL,21416,1.0,1.0,1.0,True,0,0
WELL-00002_20170623040021,0,WELL,21580,1.0,1.0,1.0,True,0,0
WELL-00002_20170623090032,0,WELL,21569,1.0,1.0,1.0,True,0,0
WELL-00002_20170623140127,0,WELL,21514,1.0,1.0,1.0,True,0,0
WELL-00002_20170623190211,0,WELL,21470,1.0,1.0,1.0,True,0,0
WELL-00002_20170624000032,0,WELL,21569,1.0,1.0,1.0,True,0,0
WELL-00002_20170624050127,0,WELL,21514,1.0,1.0,1.0,True,0,0
WELL-00002_20170624100021,0,WELL,21580,1.0,1.0,1.0,True,0,0
WELL-00002_20170624150054,0,WELL,21547,1.0,1.0,1.0,True,0,0
WELL-00002_20170624200211,0,WELL,21470,1.0,1.0,1.0,True,0,0
WELL-00002_20170625010200,0,WELL,21481,1.0,1.0,1.0,True,0,0
WELL-00002_20170625060243,0,WELL,21438,1.0,1.0,1.0,True,0,0
WELL-00002_20170625110032,0,WELL,21569,1.0,1.0,1.0,True,0,0
WELL-00002_20170625160232,0,WELL,21449,1.0,1.0,1.0,True,0,0
WELL-00002_20170625210127,0,WELL,21514,1.0,1.0,1.0,True,0,0
WELL-00002_20170626020043,0,WELL,21558,1.0,1.0,1.0,True,0,0
WELL-00002_20170626070149,0,WELL,21492,1.0,1.0,1.0,True,0,0
WELL-00002_20170626120032,0,WELL,21569,1.0,1.0,1.0,True,0,0
WELL-00002_20170626170138,0,WELL,21503,1.0,1.0,1.0,True,0,0
WELL-00002_20170626220316,0,WELL,21405,1.0,1.0,1.0,True,0,0
WELL-00002_20170804200000,0,WELL,21506,1.0,1.0,1.0,True,0,0
WELL-00002_20170805010000,0,WELL,21533,1.0,1.0,1.0,True,0,0
WELL-00002_20170805060000,0,WELL,21344,1.0,1.0,1.0,True,0,0
WELL-00002_20170805110000,0,WELL,21344,1.0,1.0,1.0,True,0,0
WELL-00002_20170805160000,0,WELL,21533,1.0,1.0,1.0,True,0,0
WELL-00002_20170805210000,0,WELL,21533,1.0,1.0,1.0,True,0,0
WELL-00002_20170806020000,0,WELL,21479,1.0,1.0,1.0,True,0,0
WELL-00002_20170806070000,0,WELL,21560,1.0,1.0,1.0,True,0,0
WELL-00002_20170806120000,0,WELL,21466,1.0,1.0,1.0,True,0,0
WELL-00002_20170806170000,0,WELL,21493,1.0,1.0,1.0,True,0,0
WELL-00002_20170806220000,0,WELL,21547,1.0,1.0,1.0,True,0,0
WELL-00002_20170807030000,0,WELL,21425,1.0,1.0,1.0,True,0,0
WELL-00002_20170807080000,0,WELL,21088,1.0,1.0,1.0,True,0,0
WELL-00002_20170807130000,0,WELL,21574,1.0,1.0,1.0,True,0,0
WELL-00002_20170807180000,0,WELL,21560,1.0,1.0,1.0,True,0,0
WELL-00002_20170807230000,0,WELL,21506,1.0,1.0,1.0,True,0,0
WELL-00002_20170808040000,0,WELL,21560,1.0,1.0,1.0,True,0,0
WELL-00002_20170808090000,0,WELL,21452,1.0,1.0,1.0,True,0,0
WELL-00002_20170808140000,0,WELL,21574,1.0,1.0,1.0,True,0,0
WELL-00002_20170808190026,0,WELL,21575,1.0,1.0,1.0,True,0,0
WELL-00002_20170809000000,0,WELL,21547,1.0,1.0,1.0,True,0,0
WELL-00002_20170809050000,0,WELL,21533,1.0,1.0,1.0,True,0,0
WELL-00002_20170809100000,0,WELL,21533,1.0,1.0,1.0,True,0,0
WELL-00002_20170809150026,0,WELL,21575,1.0,1.0,1.0,True,0,0
WELL-00002_20170809200000,0,WELL,21493,1.0,1.0,1.0,True,0,0
WELL-00002_20170810010026,0,WELL,21548,1.0,1.0,1.0,True,0,0
WELL-00002_20170810060000,0,WELL,21533,1.0,1.0,1.0,True,0,0
WELL-00002_20170810110000,0,WELL,20900,1.0,1.0,1.0,True,0,0
WELL-00002_20170810160000,0,WELL,21547,1.0,1.0,1.0,True,0,0
WELL-00002_20170810210000,0,WELL,21412,1.0,1.0,1.0,True,0,0
WELL-00002_20170811020000,0,WELL,21520,1.0,1.0,1.0,True,0,0
WELL-00002_20170811070000,0,WELL,21466,1.0,1.0,1.0,True,0,0
WELL-00002_20170811120000,0,WELL,21075,1.0,1.0,1.0,True,0,0
WELL-00002_20170811170000,0,WELL,21547,1.0,1.0,1.0,True,0,0
WELL-00002_20170811220000,0,WELL,21506,1.0,1.0,1.0,True,0,0
WELL-00002_20170812030000,0,WELL,21560,1.0,1.0,1.0,True,0,0
WELL-00002_20170812080000,0,WELL,21520,1.0,1.0,1.0,True,0,0
WELL-00002_20170812130000,0,WELL,21142,1.0,1.0,1.0,True,0,0
WELL-00002_20170812180000,0,WELL,21439,1.0,1.0,1.0,True,0,0
WELL-00002_20170812230000,0,WELL,21506,1.0,1.0,1.0,True,0,0
WELL-00002_20170813040000,0,WELL,21560,1.0,1.0,1.0,True,0,0
WELL-00002_20170813090000,0,WELL,21520,1.0,1.0,1.0,True,0,0
WELL-00002_20170813140000,0,WELL,21528,1.0,1.0,1.0,True,0,0
WELL-00003_20170514000000,0,WELL,21532,1.0,1.0,1.0,True,0,0
WELL-00003_20170514050000,0,WELL,21166,1.0,1.0,1.0,True,0,0
WELL-00003_20170514100000,0,WELL,21239,1.0,1.0,1.0,True,0,0
WELL-00003_20170514150000,0,WELL,21227,1.0,1.0,1.0,True,0,0
WELL-00003_20170807090000,0,WELL,21575,1.0,1.0,1.0,True,0,0
WELL-00003_20170812010116,0,WELL,21186,1.0,1.0,1.0,True,0,0
WELL-00003_20170812060038,0,WELL,21311,1.0,1.0,1.0,True,0,0
WELL-00003_20170812110000,0,WELL,21484,1.0,1.0,1.0,True,0,0
WELL-00003_20170812160025,0,WELL,21458,1.0,1.0,1.0,True,0,0
WELL-00003_20170812210116,0,WELL,21349,1.0,1.0,1.0,True,0,0
WELL-00003_20170813020000,0,WELL,21356,1.0,1.0,1.0,True,0,0
WELL-00003_20170813070105,0,WELL,21448,1.0,1.0,1.0,True,0,0
WELL-00003_20170813120131,0,WELL,21396,1.0,1.0,1.0,True,0,0
WELL-00003_20170813170118,0,WELL,21444,1.0,1.0,1.0,True,0,0
WELL-00003_20170820220053,0,WELL,21548,1.0,1.0,1.0,True,0,0
WELL-00003_20170821030114,0,WELL,21527,1.0,1.0,1.0,True,0,0
WELL-00003_20170821080300,0,WELL,21421,1.0,1.0,1.0,True,0,0
WELL-00003_20170821130207,0,WELL,21474,1.0,1.0,1.0,True,0,0
WELL-00003_20170914100000,0,WELL,21510,1.0,1.0,1.0,True,0,0
WELL-00003_20170914150000,0,WELL,21484,1.0,1.0,1.0,True,0,0
WELL-00003_20170914200000,0,WELL,21536,1.0,1.0,1.0,True,0,0
WELL-00003_20170915010000,0,WELL,21484,1.0,1.0,1.0,True,0,0
WELL-00003_20170915060000,0,WELL,21458,1.0,1.0,1.0,True,0,0
WELL-00003_20170915110000,0,WELL,21432,1.0,1.0,1.0,True,0,0
WELL-00003_20170915160000,0,WELL,21549,1.0,1.0,1.0,True,0,0
WELL-00003_20170915210000,0,WELL,21549,1.0,1.0,1.0,True,0,0
WELL-00004_20140806210033,0,WELL,10768,1.0,1.0,1.0,True,0,0
WELL-00004_20140806230129,0,WELL,10712,1.0,1.0,1.0,True,0,0
WELL-00004_20140807010107,0,WELL,10734,1.0,1.0,1.0,True,0,0
WELL-00004_20140807030137,0,WELL,10704,1.0,1.0,1.0,True,0,0
WELL-00004_20140807050141,0,WELL,10700,1.0,1.0,1.0,True,0,0
WELL-00004_20140807070055,0,WELL,10746,1.0,1.0,1.0,True,0,0
WELL-00004_20140807090112,0,WELL,10729,1.0,1.0,1.0,True,0,0
WELL-00004_20140807110112,0,WELL,10729,1.0,1.0,1.0,True,0,0
WELL-00004_20140807130038,0,WELL,10763,1.0,1.0,1.0,True,0,0
WELL-00004_20140807150311,0,WELL,10610,1.0,1.0,1.0,True,0,0
WELL-00004_20140807170050,0,WELL,10751,1.0,1.0,1.0,True,0,0
WELL-00004_20140807190042,0,WELL,10759,1.0,1.0,1.0,True,0,0
WELL-00005_20170331050014,0,WELL,21514,1.0,1.0,1.0,True,0,0
WELL-00005_20170331100000,0,WELL,21455,1.0,1.0,1.0,True,0,0
WELL-00005_20170331150000,0,WELL,21513,1.0,1.0,1.0,True,0,0
WELL-00005_20170331200112,0,WELL,21529,1.0,1.0,1.0,True,0,0
WELL-00005_20170401010000,0,WELL,21499,1.0,1.0,1.0,True,0,0
WELL-00005_20170401060000,0,WELL,21542,1.0,1.0,1.0,True,0,0
